Name,Country Code,Day of Week,Start Time Hour,End Time Hour,Start Time Minute, End Time Minute
Rosso Pomodoro,AU,1,18,00,22,00
Rosso Pomodoro,AU,2,18,00,22,00
Rosso Pomodoro,AU,3,18,00,22,00
Rosso Pomodoro,AU,4,18,00,22,00
Rosso Pomodoro,AU,5,18,00,22,00
Rosso Pomodoro,AU,6,18,00,22,00
Little Bird,AU,0,07,00,15,00
Little Bird,AU,1,07,00,15,00
Little Bird,AU,2,07,00,15,00
Little Bird,AU,3,07,00,15,00
Little Bird,AU,4,07,00,15,00
Little Bird,AU,5,08,00,14,00
Little Bird,AU,6,08,00,14,00
Buvette Bistro & Winebar,AU,0,06,30,10,30
Buvette Bistro & Winebar,AU,1,06,30,22,30
Buvette Bistro & Winebar,AU,2,06,30,22,30
Buvette Bistro & Winebar,AU,3,06,30,22,30
Buvette Bistro & Winebar,AU,4,06,30,22,30
Buvette Bistro & Winebar,AU,5,06,30,10,30
Buvette Bistro & Winebar,AU,5,18,00,22,30
Buvette Bistro & Winebar,AU,6,06,30,10,30
Chairman & Yip,AU,1,12,00,14,30
Chairman & Yip,AU,1,18,00,23,00
Chairman & Yip,AU,2,12,00,14,30
Chairman & Yip,AU,2,18,00,23,00
Chairman & Yip,AU,3,12,00,14,30
Chairman & Yip,AU,3,18,00,23,00
Chairman & Yip,AU,4,12,00,14,30
Chairman & Yip,AU,4,18,00,23,00
Chairman & Yip,AU,5,18,00,23,00
Porkies Barbque,AU,2,11,30,14,30
Porkies Barbque,AU,2,17,30,20,30
Porkies Barbque,AU,3,11,30,14,30
Porkies Barbque,AU,3,17,30,20,30
Porkies Barbque,AU,4,11,30,14,30
Porkies Barbque,AU,4,17,30,20,30
Porkies Barbque,AU,5,11,30,14,30
Porkies Barbque,AU,5,17,30,20,30
Porkies Barbque,AU,6,11,30,14,30
Porkies Barbque,AU,6,17,30,20,30
Crust Pizza,AU,0,16,00,21,30
Crust Pizza,AU,1,16,00,21,30
Crust Pizza,AU,2,16,00,21,30
Crust Pizza,AU,3,16,00,22,00
Crust Pizza,AU,4,16,00,22,00
Crust Pizza,AU,5,16,00,22,00
Crust Pizza,AU,6,16,00,22,00
Outback Jack's,AU,0,11,00,23,00
Outback Jack's,AU,1,11,00,23,00
Outback Jack's,AU,2,11,00,23,00
Outback Jack's,AU,3,11,00,23,00
Outback Jack's,AU,4,11,00,23,00
Outback Jack's,AU,5,11,00,23,00
Outback Jack's,AU,6,11,00,23,00
Punjabi Junction,AU,0,11,30,14,30
Punjabi Junction,AU,0,17,00,22,30
Punjabi Junction,AU,1,11,30,14,30
Punjabi Junction,AU,1,17,00,22,30
Punjabi Junction,AU,2,11,30,14,30
Punjabi Junction,AU,2,17,00,22,30
Punjabi Junction,AU,3,11,30,14,30
Punjabi Junction,AU,3,17,00,22,30
Punjabi Junction,AU,4,11,30,14,30
Punjabi Junction,AU,4,17,00,22,30
Punjabi Junction,AU,5,17,00,22,30
Punjabi Junction,AU,6,17,00,22,30
Bella Vista Restaurant,AU,0,12,00,14,00
Bella Vista Restaurant,AU,0,17,30,21,00
Bella Vista Restaurant,AU,1,12,00,14,00
Bella Vista Restaurant,AU,1,17,30,21,00
Bella Vista Restaurant,AU,2,12,00,14,00
Bella Vista Restaurant,AU,2,17,30,21,00
Bella Vista Restaurant,AU,3,12,00,14,00
Bella Vista Restaurant,AU,3,17,30,21,00
Bella Vista Restaurant,AU,4,12,00,14,00
Bella Vista Restaurant,AU,4,17,30,21,00
Bella Vista Restaurant,AU,5,17,30,21,00
Chatterbox Espresso Bar,AU,0,06,30,16,00
Chatterbox Espresso Bar,AU,1,06,30,16,00
Chatterbox Espresso Bar,AU,2,06,30,16,00
Chatterbox Espresso Bar,AU,3,06,30,16,00
Chatterbox Espresso Bar,AU,4,06,30,16,00
Chatterbox Espresso Bar,AU,5,08,00,13,30
Chatterbox Espresso Bar,AU,6,08,00,13,30
Malaysian Chapter,AU,0,17,30,21,00
Malaysian Chapter,AU,1,12,00,14,00
Malaysian Chapter,AU,1,17,30,21,00
Malaysian Chapter,AU,2,12,00,14,00
Malaysian Chapter,AU,2,17,30,21,00
Malaysian Chapter,AU,3,12,00,14,00
Malaysian Chapter,AU,3,17,30,21,00
Malaysian Chapter,AU,4,12,00,14,00
Malaysian Chapter,AU,4,17,30,21,00
Malaysian Chapter,AU,5,12,00,14,00
Malaysian Chapter,AU,5,17,30,21,00
Prince Palace Chinese Restaurant,AU,0,11,30,14,30
Prince Palace Chinese Restaurant,AU,0,17,30,22,30
Prince Palace Chinese Restaurant,AU,1,11,30,14,30
Prince Palace Chinese Restaurant,AU,1,17,30,22,30
Prince Palace Chinese Restaurant,AU,2,11,30,14,30
Prince Palace Chinese Restaurant,AU,2,17,30,22,30
Prince Palace Chinese Restaurant,AU,3,11,30,14,30
Prince Palace Chinese Restaurant,AU,3,17,30,22,30
Prince Palace Chinese Restaurant,AU,4,11,30,14,30
Prince Palace Chinese Restaurant,AU,4,17,30,00,00
Prince Palace Chinese Restaurant,AU,5,11,30,14,30
Prince Palace Chinese Restaurant,AU,5,17,30,00,00
Prince Palace Chinese Restaurant,AU,6,11,30,14,30
Prince Palace Chinese Restaurant,AU,6,17,30,22,30
Pho Hub,AU,2,10,00,15,00
Pho Hub,AU,2,17,00,22,00
Pho Hub,AU,3,10,00,15,30
Pho Hub,AU,3,17,00,22,30
Pho Hub,AU,5,10,00,15,30
Pho Hub,AU,5,17,00,22,30
Pho Hub,AU,6,10,00,15,00
Pho Hub,AU,6,17,00,22,00
Taj Agra,AU,0,17,30,22,00
Taj Agra,AU,1,12,00,14,00
Taj Agra,AU,1,17,30,22,00
Taj Agra,AU,2,12,00,14,00
Taj Agra,AU,2,17,30,22,00
Taj Agra,AU,3,12,00,14,00
Taj Agra,AU,3,17,30,22,00
Taj Agra,AU,4,12,00,14,00
Taj Agra,AU,4,17,30,22,00
Taj Agra,AU,5,17,30,22,00
Taj Agra,AU,6,17,30,22,00
Burger Hero,AU,0,11,00,15,00
Burger Hero,AU,0,17,00,21,00
Burger Hero,AU,1,11,00,15,00
Burger Hero,AU,1,17,00,21,00
Burger Hero,AU,2,11,00,15,00
Burger Hero,AU,2,17,00,21,00
Burger Hero,AU,3,11,00,15,00
Burger Hero,AU,3,17,00,21,00
Burger Hero,AU,4,11,00,15,00
Burger Hero,AU,4,17,00,21,00
Burger Hero,AU,5,11,00,15,00
Burger Hero,AU,5,17,00,21,00
McDonald's,AU,0,00,00,00,00
McDonald's,AU,1,00,00,00,00
McDonald's,AU,2,00,00,00,00
McDonald's,AU,3,00,00,00,00
McDonald's,AU,4,00,00,00,00
McDonald's,AU,5,00,00,00,00
McDonald's,AU,6,00,00,00,00
RYE Cafe and Bar,AU,0,06,30,16,00
RYE Cafe and Bar,AU,1,06,30,16,00
RYE Cafe and Bar,AU,2,06,30,00,00
RYE Cafe and Bar,AU,3,06,30,00,00
RYE Cafe and Bar,AU,4,06,30,00,00
RYE Cafe and Bar,AU,5,06,30,00,00
RYE Cafe and Bar,AU,6,06,30,16,00
Cafe On 28,AU,0,07,00,14,00
Cafe On 28,AU,1,07,00,14,00
Cafe On 28,AU,2,07,00,14,00
Cafe On 28,AU,3,07,00,14,00
Cafe On 28,AU,4,07,00,14,00
10' Custom Pizzeria,AU,0,11,30,15,00
10' Custom Pizzeria,AU,0,17,30,00,00
10' Custom Pizzeria,AU,1,11,30,15,00
10' Custom Pizzeria,AU,1,17,30,00,00
10' Custom Pizzeria,AU,2,11,30,15,00
10' Custom Pizzeria,AU,2,17,30,00,00
10' Custom Pizzeria,AU,3,11,30,15,00
10' Custom Pizzeria,AU,3,17,30,00,00
10' Custom Pizzeria,AU,4,11,30,15,00
10' Custom Pizzeria,AU,4,17,30,00,00
10' Custom Pizzeria,AU,5,11,30,15,00
10' Custom Pizzeria,AU,5,17,30,00,00
10' Custom Pizzeria,AU,6,11,30,15,00
10' Custom Pizzeria,AU,6,17,30,00,00
Blackfire,AU,0,08,00,23,00
Blackfire,AU,1,08,00,23,00
Blackfire,AU,2,08,00,23,00
Blackfire,AU,3,08,00,23,00
Blackfire,AU,4,08,00,23,00
Blackfire,AU,5,08,00,23,00
Blackfire,AU,6,08,00,23,00
Bollywood Dimensions Indian Cuisine,AU,0,17,30,21,30
Bollywood Dimensions Indian Cuisine,AU,1,17,30,21,30
Bollywood Dimensions Indian Cuisine,AU,2,17,30,21,30
Bollywood Dimensions Indian Cuisine,AU,3,17,30,21,30
Bollywood Dimensions Indian Cuisine,AU,4,17,30,21,30
Bollywood Dimensions Indian Cuisine,AU,5,17,30,21,30
Bollywood Dimensions Indian Cuisine,AU,6,17,30,21,30
Eighty/twenty Food,AU,0,06,00,16,00
Eighty/twenty Food,AU,1,06,00,16,00
Eighty/twenty Food,AU,2,06,00,16,00
Eighty/twenty Food,AU,3,06,00,16,00
Eighty/twenty Food,AU,4,06,00,16,00
Eighty/twenty Food,AU,5,06,00,16,00
Eighty/twenty Food,AU,6,07,00,16,00
Elk & Pea,AU,0,08,00,15,00
Elk & Pea,AU,1,08,00,22,00
Elk & Pea,AU,2,08,00,22,00
Elk & Pea,AU,3,08,00,14,00
Elk & Pea,AU,3,18,00,23,00
Elk & Pea,AU,4,08,00,14,00
Elk & Pea,AU,4,18,00,23,00
Elk & Pea,AU,5,08,00,14,00
Elk & Pea,AU,5,18,00,23,00
Elk & Pea,AU,6,08,00,14,30
Farmers Daughter,AU,0,07,00,15,00
Farmers Daughter,AU,1,07,00,15,00
Farmers Daughter,AU,2,07,00,15,00
Farmers Daughter,AU,3,07,00,15,00
Farmers Daughter,AU,4,07,00,15,00
Farmers Daughter,AU,5,08,00,14,00
Farmers Daughter,AU,6,08,00,14,00
Lonsdale Street Roasters,AU,0,06,00,17,00
Lonsdale Street Roasters,AU,1,06,00,17,00
Lonsdale Street Roasters,AU,2,06,00,17,00
Lonsdale Street Roasters,AU,3,06,00,17,00
Lonsdale Street Roasters,AU,4,06,00,17,00
Lonsdale Street Roasters,AU,5,06,30,15,00
Lonsdale Street Roasters Eatery,AU,0,07,00,15,00
Lonsdale Street Roasters Eatery,AU,1,07,00,15,00
Lonsdale Street Roasters Eatery,AU,2,07,00,15,00
Lonsdale Street Roasters Eatery,AU,3,07,00,15,00
Lonsdale Street Roasters Eatery,AU,4,07,00,15,00
Lonsdale Street Roasters Eatery,AU,5,08,00,16,00
Lonsdale Street Roasters Eatery,AU,6,08,00,16,00
Pita Pit Braddon,AU,0,08,30,21,00
Pita Pit Braddon,AU,1,08,30,21,00
Pita Pit Braddon,AU,2,08,30,21,00
Pita Pit Braddon,AU,3,08,30,21,00
Pita Pit Braddon,AU,4,08,30,21,00
Pita Pit Braddon,AU,5,09,00,20,00
Pita Pit Braddon,AU,6,11,00,16,00
Pizza Gusto,AU,1,17,30,21,00
Pizza Gusto,AU,2,17,30,21,00
Pizza Gusto,AU,3,17,30,21,00
Pizza Gusto,AU,4,17,30,21,00
Pizza Gusto,AU,5,17,30,21,00
Pizza Gusto,AU,6,17,30,21,00
Sweet Bones Bakery Cafe,AU,0,07,30,16,00
Sweet Bones Bakery Cafe,AU,1,07,30,16,00
Sweet Bones Bakery Cafe,AU,2,07,30,16,00
Sweet Bones Bakery Cafe,AU,3,07,30,16,00
Sweet Bones Bakery Cafe,AU,4,07,30,16,00
Sweet Bones Bakery Cafe,AU,5,07,30,16,00
Sweet Bones Bakery Cafe,AU,6,08,30,15,00
Pig N Whistle Queen St,AU,0,00,00,00,00
Pig N Whistle Queen St,AU,1,00,00,00,00
Pig N Whistle Queen St,AU,2,00,00,00,00
Pig N Whistle Queen St,AU,3,00,00,00,00
Pig N Whistle Queen St,AU,4,00,00,00,00
Pig N Whistle Queen St,AU,5,00,00,00,00
Pig N Whistle Queen St,AU,6,00,00,00,00
Coppa Spuntino,AU,0,07,00,23,30
Coppa Spuntino,AU,1,07,00,23,30
Coppa Spuntino,AU,2,07,00,23,30
Coppa Spuntino,AU,3,07,00,23,30
Coppa Spuntino,AU,4,07,00,23,30
Dosa Plaza Morningside,AU,0,11,00,22,00
Dosa Plaza Morningside,AU,1,11,00,22,00
Dosa Plaza Morningside,AU,2,11,00,22,00
Dosa Plaza Morningside,AU,3,11,00,22,00
Dosa Plaza Morningside,AU,4,11,00,22,00
Dosa Plaza Morningside,AU,5,11,00,22,00
Dosa Plaza Morningside,AU,6,11,00,22,00
Prive249 Restaurant,AU,0,14,00,16,00
Prive249 Restaurant,AU,1,14,00,16,00
Prive249 Restaurant,AU,2,14,00,16,00
Prive249 Restaurant,AU,3,14,00,16,00
Prive249 Restaurant,AU,4,14,00,16,00
Prive249 Restaurant,AU,5,14,00,16,00
Prive249 Restaurant,AU,6,14,00,16,00
Quay West Suites Brisbane,AU,0,00,00,00,00
Quay West Suites Brisbane,AU,1,00,00,00,00
Quay West Suites Brisbane,AU,2,00,00,00,00
Quay West Suites Brisbane,AU,3,00,00,00,00
Quay West Suites Brisbane,AU,4,00,00,00,00
Quay West Suites Brisbane,AU,5,00,00,00,00
Quay West Suites Brisbane,AU,6,00,00,00,00
Sage On Ann,AU,0,06,30,16,00
Sage On Ann,AU,1,06,30,16,00
Sage On Ann,AU,2,06,30,16,00
Sage On Ann,AU,3,06,30,16,00
Sage On Ann,AU,4,06,30,16,00
127 Bar and Bistro,AU,0,06,30,21,00
127 Bar and Bistro,AU,1,06,30,21,00
127 Bar and Bistro,AU,2,06,30,21,00
127 Bar and Bistro,AU,3,06,30,21,00
127 Bar and Bistro,AU,4,06,30,21,00
127 Bar and Bistro,AU,5,07,00,11,00
127 Bar and Bistro,AU,5,15,00,21,00
127 Bar and Bistro,AU,6,07,00,11,00
Aamaya Indian Restaurant,AU,0,11,00,21,30
Aamaya Indian Restaurant,AU,1,11,00,14,30
Aamaya Indian Restaurant,AU,1,17,00,21,30
Aamaya Indian Restaurant,AU,2,11,00,14,30
Aamaya Indian Restaurant,AU,2,17,00,21,30
Aamaya Indian Restaurant,AU,3,11,00,14,30
Aamaya Indian Restaurant,AU,3,17,00,21,30
Aamaya Indian Restaurant,AU,4,11,00,14,30
Aamaya Indian Restaurant,AU,4,17,00,21,30
Aamaya Indian Restaurant,AU,5,11,00,21,30
Aamaya Indian Restaurant,AU,6,11,00,21,30
AJ Vietnamese Noodle House,AU,0,11,00,21,00
AJ Vietnamese Noodle House,AU,1,11,00,21,00
AJ Vietnamese Noodle House,AU,2,11,00,21,00
AJ Vietnamese Noodle House,AU,3,11,00,21,00
AJ Vietnamese Noodle House,AU,4,11,00,21,00
AJ Vietnamese Noodle House,AU,5,11,00,21,00
Aromas Regent,AU,0,07,00,18,00
Aromas Regent,AU,1,07,00,18,00
Aromas Regent,AU,2,07,00,18,00
Aromas Regent,AU,3,07,00,18,00
Aromas Regent,AU,4,07,00,20,30
Aromas Regent,AU,5,09,00,18,00
Aromas Regent,AU,6,10,00,16,00
Asana by Pete Evans Cafe,AU,0,06,30,18,00
Asana by Pete Evans Cafe,AU,1,06,30,18,00
Asana by Pete Evans Cafe,AU,2,06,30,18,00
Asana by Pete Evans Cafe,AU,3,06,30,18,00
Asana by Pete Evans Cafe,AU,4,06,30,18,00
Asana by Pete Evans Cafe,AU,5,06,30,18,00
Asana by Pete Evans Cafe,AU,6,06,30,18,00
Atticus Finch,AU,0,06,30,14,00
Atticus Finch,AU,1,06,30,14,00
Atticus Finch,AU,2,06,30,14,00
Atticus Finch,AU,3,06,30,14,00
Atticus Finch,AU,4,06,30,20,00
Atticus Finch,AU,5,07,00,20,00
Atticus Finch,AU,6,06,30,14,00
Bar Pacino,AU,0,06,00,17,00
Bar Pacino,AU,1,06,00,17,00
Bar Pacino,AU,2,06,00,17,00
Bar Pacino,AU,3,06,00,22,00
Bar Pacino,AU,4,06,00,00,00
Bar Pacino,AU,5,12,00,00,00
Beach House Bar & Grill,AU,0,10,00,00,00
Beach House Bar & Grill,AU,1,10,00,00,00
Beach House Bar & Grill,AU,2,10,00,00,00
Beach House Bar & Grill,AU,3,10,00,00,00
Beach House Bar & Grill,AU,4,10,00,01,00
Beach House Bar & Grill,AU,5,10,00,01,00
Beach House Bar & Grill,AU,6,10,00,00,00
Bean,AU,0,07,00,18,00
Bean,AU,1,07,00,18,00
Bean,AU,2,07,00,18,00
Bean,AU,3,07,00,18,00
Bean,AU,4,07,00,22,00
Botero,AU,0,06,30,16,00
Botero,AU,1,06,30,16,00
Botero,AU,2,06,30,16,00
Botero,AU,3,06,30,16,00
Botero,AU,4,06,30,00,00
Chocolateria San Churro,AU,0,08,00,23,00
Chocolateria San Churro,AU,1,08,00,23,00
Chocolateria San Churro,AU,2,08,00,23,00
Chocolateria San Churro,AU,3,08,00,23,00
Chocolateria San Churro,AU,4,08,00,01,00
Chocolateria San Churro,AU,5,09,00,01,00
Chocolateria San Churro,AU,6,09,00,23,00
Chow Down,AU,0,11,00,22,00
Chow Down,AU,1,11,00,22,00
Chow Down,AU,2,11,00,22,00
Chow Down,AU,3,11,00,22,00
Chow Down,AU,4,11,00,00,00
Chow Down,AU,5,11,00,00,00
Chow Down,AU,6,11,00,22,00
Coffee Anthology,AU,0,07,00,15,30
Coffee Anthology,AU,1,07,00,15,30
Coffee Anthology,AU,2,07,00,15,30
Coffee Anthology,AU,3,07,00,15,30
Coffee Anthology,AU,4,07,00,15,30
Coffee Anthology,AU,5,07,30,12,00
Corbett & Claude,AU,0,11,30,00,00
Corbett & Claude,AU,1,11,30,00,00
Corbett & Claude,AU,2,11,30,00,00
Corbett & Claude,AU,3,11,30,00,00
Corbett & Claude,AU,4,11,30,00,00
Corbett & Claude,AU,5,17,00,00,00
Embassy Craft Beer Bar,AU,0,11,00,22,00
Embassy Craft Beer Bar,AU,1,11,00,22,00
Embassy Craft Beer Bar,AU,2,11,00,22,00
Embassy Craft Beer Bar,AU,3,11,00,23,00
Embassy Craft Beer Bar,AU,4,11,00,00,00
Embassy Craft Beer Bar,AU,5,11,00,00,00
Espresso Republic,AU,0,06,30,15,30
Espresso Republic,AU,1,06,30,15,30
Espresso Republic,AU,2,06,30,15,30
Espresso Republic,AU,3,06,30,15,30
Espresso Republic,AU,4,06,30,15,30
Fab Fish & Burger Grill,AU,0,11,00,23,00
Fab Fish & Burger Grill,AU,1,11,00,23,00
Fab Fish & Burger Grill,AU,2,11,00,23,00
Fab Fish & Burger Grill,AU,3,11,00,23,00
Fab Fish & Burger Grill,AU,4,11,00,23,00
Fab Fish & Burger Grill,AU,5,11,00,23,00
Fab Fish & Burger Grill,AU,6,11,00,23,00
Fat Noodle,AU,0,10,00,00,00
Fat Noodle,AU,1,10,00,00,00
Fat Noodle,AU,2,10,00,00,00
Fat Noodle,AU,3,10,00,00,00
Fat Noodle,AU,4,10,00,03,00
Fat Noodle,AU,5,10,00,03,00
Fat Noodle,AU,6,10,00,00,00
Felix For Goodness,AU,0,07,00,15,00
Felix For Goodness,AU,1,07,00,15,00
Felix For Goodness,AU,2,07,00,15,00
Felix For Goodness,AU,3,07,00,21,30
Felix For Goodness,AU,4,07,00,21,30
Felix For Goodness,AU,5,08,00,21,30
Fiamme Trattoria,AU,2,11,30,21,30
Fiamme Trattoria,AU,3,11,30,21,30
Fiamme Trattoria,AU,4,11,30,22,30
Fiamme Trattoria,AU,5,17,00,22,30
Fiamme Trattoria,AU,6,14,00,20,30
Firefly Espresso Bar Pizza,AU,0,06,30,17,00
Firefly Espresso Bar Pizza,AU,1,06,30,17,00
Firefly Espresso Bar Pizza,AU,2,06,30,18,00
Firefly Espresso Bar Pizza,AU,3,06,30,00,00
Firefly Espresso Bar Pizza,AU,4,06,30,00,00
Fix Restaurant & Wine Bar,AU,0,11,30,22,00
Fix Restaurant & Wine Bar,AU,1,11,30,22,00
Fix Restaurant & Wine Bar,AU,2,11,30,22,00
Fix Restaurant & Wine Bar,AU,3,11,30,22,00
Fix Restaurant & Wine Bar,AU,4,11,30,22,00
Fix Restaurant & Wine Bar,AU,5,17,30,22,00
French Martini,AU,0,11,00,23,00
French Martini,AU,1,11,00,23,00
French Martini,AU,2,11,00,23,00
French Martini,AU,3,11,00,23,00
French Martini,AU,4,11,00,23,00
French Martini,AU,5,11,00,23,00
French Martini,AU,6,11,00,23,00
French Twist Barracks,AU,0,07,00,15,00
French Twist Barracks,AU,1,07,00,15,00
French Twist Barracks,AU,2,07,00,15,00
French Twist Barracks,AU,3,07,00,15,00
French Twist Barracks,AU,4,07,00,15,00
French Twist Barracks,AU,5,08,00,15,00
French Twist Barracks,AU,6,08,00,15,00
Frisky Goat,AU,0,06,30,15,00
Frisky Goat,AU,1,06,30,15,00
Frisky Goat,AU,2,06,30,15,00
Frisky Goat,AU,3,06,30,15,00
Frisky Goat,AU,4,06,30,15,00
Getta Burger,AU,2,16,30,20,30
Getta Burger,AU,3,16,30,20,30
Getta Burger,AU,4,16,30,20,30
Getta Burger,AU,5,12,00,20,30
Getta Burger,AU,6,12,00,20,30
Grey's Cafe & Bar,AU,0,06,30,23,00
Grey's Cafe & Bar,AU,1,06,30,23,00
Grey's Cafe & Bar,AU,2,06,30,23,00
Grey's Cafe & Bar,AU,3,06,30,23,00
Grey's Cafe & Bar,AU,4,06,30,23,00
Grey's Cafe & Bar,AU,5,06,30,23,00
Grey's Cafe & Bar,AU,6,06,30,23,00
Grill'd,AU,0,11,00,22,00
Grill'd,AU,1,11,00,22,00
Grill'd,AU,2,11,00,22,00
Grill'd,AU,3,11,00,22,00
Grill'd,AU,4,11,00,00,00
Grill'd,AU,5,10,30,23,00
Grill'd,AU,6,10,30,22,00
Grill'd - Wintergarden,AU,0,11,00,22,00
Grill'd - Wintergarden,AU,1,11,00,22,00
Grill'd - Wintergarden,AU,2,11,00,23,00
Grill'd - Wintergarden,AU,3,11,00,23,00
Grill'd - Wintergarden,AU,4,11,00,23,00
Grill'd - Wintergarden,AU,5,11,00,12,00
Grill'd - Wintergarden,AU,6,11,00,22,00
Guzman Y Gomez,AU,0,10,00,22,00
Guzman Y Gomez,AU,1,10,00,22,00
Guzman Y Gomez,AU,2,10,00,22,00
Guzman Y Gomez,AU,3,10,00,22,00
Guzman Y Gomez,AU,4,10,00,23,00
Guzman Y Gomez,AU,5,10,00,23,00
Guzman Y Gomez,AU,6,10,00,22,00
Guzman Y Gomez,AU,0,10,00,17,00
Guzman Y Gomez,AU,1,10,00,17,00
Guzman Y Gomez,AU,2,10,00,17,00
Guzman Y Gomez,AU,3,10,00,17,00
Guzman Y Gomez,AU,4,10,00,21,00
Guzman Y Gomez,AU,5,10,00,17,00
Guzman Y Gomez,AU,6,10,00,17,00
Hanaichi Sushi Bar + Dining,AU,0,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,1,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,2,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,3,11,30,21,00
Hanaichi Sushi Bar + Dining,AU,4,11,30,22,00
Hanaichi Sushi Bar + Dining,AU,5,11,30,22,00
Hanaichi Sushi Bar + Dining,AU,6,11,30,21,00
Honor Food,AU,0,06,00,15,00
Honor Food,AU,1,06,00,15,00
Honor Food,AU,2,06,00,15,00
Honor Food,AU,3,06,00,15,00
Honor Food,AU,4,06,00,15,00
Honor Food,AU,5,06,00,15,00
Honor Food,AU,6,06,00,15,00
Hops Scotch & Beans,AU,0,07,00,15,00
Hops Scotch & Beans,AU,1,07,00,15,00
Hops Scotch & Beans,AU,2,07,00,15,00
Hops Scotch & Beans,AU,3,07,00,15,00
Hops Scotch & Beans,AU,4,07,00,15,00
Hops Scotch & Beans,AU,5,07,00,15,00
Hops Scotch & Beans,AU,6,08,00,13,00
Hundred Acre Bar,AU,0,07,00,18,00
Hundred Acre Bar,AU,1,07,00,18,00
Hundred Acre Bar,AU,2,07,00,21,00
Hundred Acre Bar,AU,3,07,00,21,00
Hundred Acre Bar,AU,4,07,00,21,00
Hundred Acre Bar,AU,5,08,00,21,00
Hundred Acre Bar,AU,6,08,00,18,00
Ichiban Yakitori,AU,0,10,30,16,30
Ichiban Yakitori,AU,1,10,30,16,30
Ichiban Yakitori,AU,2,10,30,16,30
Ichiban Yakitori,AU,3,10,30,16,30
Ichiban Yakitori,AU,4,10,30,16,30
Indian Mehfil,AU,0,17,00,21,00
Indian Mehfil,AU,1,16,30,21,00
Indian Mehfil,AU,2,16,30,21,00
Indian Mehfil,AU,3,16,30,22,00
Indian Mehfil,AU,4,16,30,22,00
Indian Mehfil,AU,5,11,00,21,00
Kabuki Teppanyaki Brisbane,AU,0,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,0,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,1,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,1,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,2,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,2,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,3,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,3,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,4,12,00,14,30
Kabuki Teppanyaki Brisbane,AU,4,18,00,21,30
Kabuki Teppanyaki Brisbane,AU,5,18,00,21,30
Kingsleys Steak & Crabhouse,AU,0,11,30,23,30
Kingsleys Steak & Crabhouse,AU,1,11,30,23,30
Kingsleys Steak & Crabhouse,AU,2,11,30,23,30
Kingsleys Steak & Crabhouse,AU,3,11,30,23,30
Kingsleys Steak & Crabhouse,AU,4,11,30,23,30
Kingsleys Steak & Crabhouse,AU,5,11,30,23,30
Kingsleys Steak & Crabhouse,AU,6,11,30,22,00
Kitchen At Treasury,AU,0,00,00,00,00
Kitchen At Treasury,AU,1,00,00,00,00
Kitchen At Treasury,AU,2,00,00,00,00
Kitchen At Treasury,AU,3,00,00,00,00
Kitchen At Treasury,AU,4,00,00,00,00
Kitchen At Treasury,AU,5,00,00,00,00
Kitchen At Treasury,AU,6,00,00,00,00
Kitchen Sanitarium,AU,0,07,00,14,00
Kitchen Sanitarium,AU,1,07,00,14,00
Kitchen Sanitarium,AU,2,07,00,14,00
Kitchen Sanitarium,AU,3,07,00,14,00
Kitchen Sanitarium,AU,4,07,00,14,00
Kokoro Bistro,AU,1,11,00,22,00
Kokoro Bistro,AU,2,11,00,22,00
Kokoro Bistro,AU,3,11,00,22,00
Kokoro Bistro,AU,4,11,00,22,00
Kokoro Bistro,AU,5,11,00,22,00
Kokoro Bistro,AU,6,11,00,22,00
Korean Burger,AU,0,11,00,00,00
Korean Burger,AU,1,11,00,00,00
Korean Burger,AU,2,11,00,00,00
Korean Burger,AU,3,11,00,00,00
Korean Burger,AU,4,12,00,01,00
Korean Burger,AU,5,12,00,01,00
Korean Burger,AU,6,12,00,01,00
La Dolce Vita,AU,0,07,00,17,00
La Dolce Vita,AU,1,07,00,17,00
La Dolce Vita,AU,2,07,00,17,00
La Dolce Vita,AU,3,07,00,17,00
La Dolce Vita,AU,4,07,00,17,00
Le Bon Choix,AU,0,07,00,18,00
Le Bon Choix,AU,1,07,00,18,00
Le Bon Choix,AU,2,07,00,18,00
Le Bon Choix,AU,3,07,00,18,00
Le Bon Choix,AU,4,07,00,18,00
Le Bon Choix,AU,5,07,00,17,00
Le Bon Choix,AU,6,07,00,17,00
Little Saigon Grill,AU,0,08,00,16,00
Little Saigon Grill,AU,1,08,00,16,00
Little Saigon Grill,AU,2,08,00,16,00
Little Saigon Grill,AU,3,08,00,16,00
Little Saigon Grill,AU,4,08,00,21,30
Little Singapore,AU,0,11,00,22,00
Little Singapore,AU,1,11,00,22,00
Little Singapore,AU,2,11,00,22,00
Little Singapore,AU,3,11,00,22,00
Little Singapore,AU,4,11,00,22,30
Little Singapore,AU,5,11,00,22,30
Little Singapore,AU,6,11,00,22,00
Little Singapore,AU,0,11,00,21,00
