Name,Country Code,Day of Week,Start Time,End Time
Rocco's,US,0,1100,0200
Rocco's,US,1,1100,0200
Rocco's,US,2,1100,0200
Rocco's,US,3,1100,0200
Rocco's,US,4,1100,0200
Rocco's,US,5,1100,0200
Rocco's,US,6,1100,0200
RockCreek Seafood & Spirits,US,0,1600,2300
RockCreek Seafood & Spirits,US,1,1600,2300
RockCreek Seafood & Spirits,US,2,1600,2300
RockCreek Seafood & Spirits,US,3,1600,2300
RockCreek Seafood & Spirits,US,4,1600,2300
RockCreek Seafood & Spirits,US,5,0900,1500
RockCreek Seafood & Spirits,US,5,1600,2300
RockCreek Seafood & Spirits,US,6,0900,1500
RockCreek Seafood & Spirits,US,6,1600,2300
Rocking Wok Taiwanese Cuisine,US,0,1130,2130
Rocking Wok Taiwanese Cuisine,US,2,1130,2130
Rocking Wok Taiwanese Cuisine,US,3,1130,2130
Rocking Wok Taiwanese Cuisine,US,4,1130,2130
Rocking Wok Taiwanese Cuisine,US,5,1130,2130
Rocking Wok Taiwanese Cuisine,US,6,1130,2130
RoRo BBQ & Grill,US,0,1100,2000
RoRo BBQ & Grill,US,1,1100,2000
RoRo BBQ & Grill,US,2,1100,2000
RoRo BBQ & Grill,US,3,1100,2000
RoRo BBQ & Grill,US,4,1100,2100
RoRo BBQ & Grill,US,5,1100,2100
RoRo BBQ & Grill,US,6,1100,2100
Russell's,US,0,1600,0200
Russell's,US,1,1600,0200
Russell's,US,2,1600,0200
Russell's,US,3,1600,0200
Russell's,US,4,1600,0200
Russell's,US,6,1000,0200
Salare,US,2,1700,2200
Salare,US,3,1700,2200
Salare,US,4,1700,2200
Salare,US,5,1000,1300
Salare,US,5,1700,2200
Salare,US,6,1000,1300
Salare,US,6,1700,2200
Salee Thai Restaurant,US,0,1100,2100
Salee Thai Restaurant,US,1,1100,2100
Salee Thai Restaurant,US,2,1100,2100
Salee Thai Restaurant,US,3,1100,2100
Salee Thai Restaurant,US,4,1100,2100
Salee Thai Restaurant,US,5,1100,2100
Salty's - Alki Beach,US,0,1130,2130
Salty's - Alki Beach,US,1,1130,2130
Salty's - Alki Beach,US,2,1130,2130
Salty's - Alki Beach,US,3,1130,2130
Salty's - Alki Beach,US,4,1130,2200
Salty's - Alki Beach,US,5,0930,2200
Salty's - Alki Beach,US,6,0900,2130
San Fernando Roasted Chicken,US,0,0900,2100
San Fernando Roasted Chicken,US,1,0900,2200
San Fernando Roasted Chicken,US,2,0900,2200
San Fernando Roasted Chicken,US,3,0900,2200
San Fernando Roasted Chicken,US,4,0900,2200
San Fernando Roasted Chicken,US,5,1100,2100
San Fernando Roasted Chicken,US,6,1100,2100
Sand Point Grill,US,0,1600,2200
Sand Point Grill,US,1,1600,2200
Sand Point Grill,US,2,1600,2200
Sand Point Grill,US,3,1600,2200
Sand Point Grill,US,4,1600,2200
Sand Point Grill,US,5,1600,2200
Sand Point Grill,US,6,1600,2100
Schooner Exact Brewing Company,US,0,1100,2200
Schooner Exact Brewing Company,US,1,1100,2200
Schooner Exact Brewing Company,US,2,1100,2200
Schooner Exact Brewing Company,US,3,1100,2200
Schooner Exact Brewing Company,US,4,1100,2200
Schooner Exact Brewing Company,US,5,1000,2200
Schooner Exact Brewing Company,US,6,1000,2200
Scout,US,0,0630,0000
Scout,US,1,0630,0000
Scout,US,2,0630,0000
Scout,US,3,0630,0000
Scout,US,4,0630,0000
Scout,US,5,0800,0000
Scout,US,6,0800,0000
Serafina,US,0,1130,0200
Serafina,US,1,1130,0200
Serafina,US,2,1130,0200
Serafina,US,3,1130,0200
Serafina,US,4,1130,0200
Serafina,US,5,1700,0200
Serafina,US,6,1700,0200
Serious Pie & Biscuit,US,0,0700,2200
Serious Pie & Biscuit,US,1,0700,2200
Serious Pie & Biscuit,US,2,0700,2200
Serious Pie & Biscuit,US,3,0700,2200
Serious Pie & Biscuit,US,4,0700,2300
Serious Pie & Biscuit,US,5,0900,2300
Serious Pie & Biscuit,US,6,0900,1500
Serious Pie,US,0,1100,2100
Serious Pie,US,1,1100,2100
Serious Pie,US,2,1100,2100
Serious Pie,US,3,1100,2100
Serious Pie,US,4,1100,2200
Serious Pie,US,5,1100,2200
Serious Pie,US,6,1100,2100
Serious Pie,US,0,1100,2300
Serious Pie,US,1,1100,2300
Serious Pie,US,2,1100,2300
Serious Pie,US,3,1100,2300
Serious Pie,US,4,1100,2300
Serious Pie,US,5,1100,2300
Serious Pie,US,6,1100,2300
Seven Beef,US,0,1600,2300
Seven Beef,US,1,1600,2300
Seven Beef,US,2,1600,2300
Seven Beef,US,3,1600,2300
Seven Beef,US,4,1600,2300
Seven Beef,US,5,1600,2300
Seven Beef,US,6,1600,2300
Shaker and Spear,US,0,0700,2200
Shaker and Spear,US,1,0700,2200
Shaker and Spear,US,2,0700,2200
Shaker and Spear,US,3,0700,2200
Shaker and Spear,US,4,0700,2200
Shaker and Spear,US,5,0800,1400
Shaker and Spear,US,5,1700,2200
Shaker and Spear,US,6,0800,1400
Shaker and Spear,US,6,1700,2200
Shawn O'Donnell's American Grill & Irish Pub,US,0,1100,2200
Shawn O'Donnell's American Grill & Irish Pub,US,1,1100,2200
Shawn O'Donnell's American Grill & Irish Pub,US,2,1100,2200
Shawn O'Donnell's American Grill & Irish Pub,US,3,1100,2200
Shawn O'Donnell's American Grill & Irish Pub,US,4,1100,2200
Shawn O'Donnell's American Grill & Irish Pub,US,5,1100,2200
Shawn O'Donnell's American Grill & Irish Pub,US,6,0900,2200
Sichuanese Cuisine,US,0,1100,2130
Sichuanese Cuisine,US,1,1100,2130
Sichuanese Cuisine,US,2,1100,2130
Sichuanese Cuisine,US,3,1100,2130
Sichuanese Cuisine,US,4,1100,2130
Sichuanese Cuisine,US,5,1100,2130
Sichuanese Cuisine,US,6,1100,2130
Simply Soulful,US,1,0800,1900
Simply Soulful,US,2,0800,1900
Simply Soulful,US,3,0800,1900
Simply Soulful,US,4,0800,1900
Simply Soulful,US,5,0800,1600
Simply Soulful,US,6,1000,1500
Single Shot,US,0,1700,0200
Single Shot,US,1,1700,0200
Single Shot,US,2,1700,0200
Single Shot,US,3,1700,0200
Single Shot,US,4,1700,0200
Single Shot,US,5,1000,1400
Single Shot,US,5,1700,0200
Single Shot,US,6,1000,1400
Single Shot,US,6,1700,0200
Sitka & Spruce,US,0,1130,1400
Sitka & Spruce,US,0,1700,2100
Sitka & Spruce,US,1,1130,1400
Sitka & Spruce,US,1,1700,2200
Sitka & Spruce,US,2,1130,1400
Sitka & Spruce,US,2,1700,2200
Sitka & Spruce,US,3,1130,1400
Sitka & Spruce,US,3,1700,2200
Sitka & Spruce,US,4,1130,1400
Sitka & Spruce,US,4,1700,2300
Sitka & Spruce,US,5,1000,1400
Sitka & Spruce,US,5,1700,2300
Sitka & Spruce,US,6,1000,1400
Sitka & Spruce,US,6,1700,2100
Skillet Capitol Hill,US,0,0700,2200
Skillet Capitol Hill,US,1,0700,2200
Skillet Capitol Hill,US,2,0700,2200
Skillet Capitol Hill,US,3,0700,2200
Skillet Capitol Hill,US,4,0700,1100
Skillet Capitol Hill,US,5,0700,1100
Skillet Capitol Hill,US,6,0700,2200
Smith,US,0,1600,0000
Smith,US,1,1600,0000
Smith,US,2,1600,0000
Smith,US,3,1600,0000
Smith,US,4,1600,0200
Smith,US,5,0900,0200
Smith,US,6,0900,0000
SODO Deli,US,0,1100,2200
SODO Deli,US,1,1100,2200
SODO Deli,US,2,1100,2200
SODO Deli,US,3,1100,2200
SODO Deli,US,4,1100,2200
SODO Deli,US,5,1200,2100
SOI,US,0,1100,2300
SOI,US,1,1100,2300
SOI,US,2,1100,2300
SOI,US,3,1100,2300
SOI,US,4,1100,0000
SOI,US,5,1100,0000
SOI,US,6,1100,2300
Song Phang Kong,US,0,1130,2000
Song Phang Kong,US,2,1130,2000
Song Phang Kong,US,3,1130,2000
Song Phang Kong,US,4,1130,2000
Song Phang Kong,US,5,1100,2000
Song Phang Kong,US,6,1100,2000
St. Clouds,US,0,1700,2200
St. Clouds,US,1,1700,2200
St. Clouds,US,2,1700,2200
St. Clouds,US,3,1700,2200
St. Clouds,US,4,1700,2300
St. Clouds,US,5,0900,1400
St. Clouds,US,5,1700,2300
St. Clouds,US,6,0900,1400
St. Clouds,US,6,1700,2200
Stateside,US,0,1700,2230
Stateside,US,1,1700,2230
Stateside,US,2,1700,2230
Stateside,US,3,1700,2230
Stateside,US,4,1700,2230
Stateside,US,5,1000,1400
Stateside,US,5,1700,2230
Stateside,US,6,1000,1400
Stateside,US,6,1700,2230
Stone Way Cafe,US,0,0700,2100
Stone Way Cafe,US,1,0700,2100
Stone Way Cafe,US,2,0700,2100
Stone Way Cafe,US,3,0700,2100
Stone Way Cafe,US,4,0700,2100
Stone Way Cafe,US,5,0700,2100
Stone Way Cafe,US,6,0800,1900
Stoneburner,US,0,1500,2200
Stoneburner,US,1,1500,2200
Stoneburner,US,2,1500,2200
Stoneburner,US,3,1500,2200
Stoneburner,US,4,1500,2200
Stoneburner,US,5,1000,2300
Stoneburner,US,6,1000,2300
Suika Seattle,US,1,1700,2230
Suika Seattle,US,2,1700,2230
Suika Seattle,US,3,1700,2230
Suika Seattle,US,4,1700,2330
Suika Seattle,US,5,1200,2330
Suika Seattle,US,6,1200,2130
Super Six,US,0,0800,2300
Super Six,US,1,0800,2300
Super Six,US,2,0800,2300
Super Six,US,3,0800,2300
Super Six,US,4,0800,2300
Super Six,US,5,0800,0000
Super Six,US,6,0800,2300
Sushi Kanpai,US,0,1100,1430
Sushi Kanpai,US,0,1600,2100
Sushi Kanpai,US,1,1100,1430
Sushi Kanpai,US,1,1600,2100
Sushi Kanpai,US,2,1100,1430
Sushi Kanpai,US,2,1600,2100
Sushi Kanpai,US,3,1100,1430
Sushi Kanpai,US,3,1600,2100
Sushi Kanpai,US,4,1100,1430
Sushi Kanpai,US,4,1600,2100
Sushi Kanpai,US,5,1600,2100
Sushi Kanpai,US,6,1600,2100
Sweet Iron,US,0,0700,1500
Sweet Iron,US,1,0700,1500
Sweet Iron,US,2,0700,1500
Sweet Iron,US,3,0700,1500
Sweet Iron,US,4,0700,1500
Sweet Iron,US,5,0800,1500
Sweet Iron,US,6,0800,1500
Sweetgrass Food,US,0,0700,1900
Sweetgrass Food,US,1,0700,1900
Sweetgrass Food,US,2,0700,1900
Sweetgrass Food,US,3,0700,1900
Sweetgrass Food,US,4,0700,1900
Sweetgrass Food,US,5,0800,1500
Szechuan Noodle Bowl,US,1,1130,2100
Szechuan Noodle Bowl,US,2,1130,2100
Szechuan Noodle Bowl,US,3,1130,2100
Szechuan Noodle Bowl,US,4,1130,2100
Szechuan Noodle Bowl,US,5,1130,2100
Szechuan Noodle Bowl,US,6,1130,2100
Tacos Chukis,US,0,1130,2100
Tacos Chukis,US,1,1130,2100
Tacos Chukis,US,2,1130,2100
Tacos Chukis,US,3,1130,2100
Tacos Chukis,US,4,1130,2100
Tacos Chukis,US,5,1130,2100
Tacos Chukis,US,6,1130,2100
Tallulah's,US,0,1600,2200
Tallulah's,US,1,1600,2200
Tallulah's,US,2,1600,2200
Tallulah's,US,3,1600,2200
Tallulah's,US,4,1600,2300
Tallulah's,US,5,0900,2300
Tallulah's,US,6,0900,2100
Tamarind Tree,US,0,1000,2200
Tamarind Tree,US,1,1000,2200
Tamarind Tree,US,2,1000,2200
Tamarind Tree,US,3,1000,2200
Tamarind Tree,US,4,1000,0000
Tamarind Tree,US,5,1000,0000
Tamarind Tree,US,6,1000,2200
Tango Restaurant & Lounge,US,0,1630,2300
Tango Restaurant & Lounge,US,1,1630,2300
Tango Restaurant & Lounge,US,2,1630,2300
Tango Restaurant & Lounge,US,3,1630,2300
Tango Restaurant & Lounge,US,4,1630,0000
Tango Restaurant & Lounge,US,5,1630,0000
Tango Restaurant & Lounge,US,6,1630,2300
Taste Of The Caribbean,US,1,1100,2100
Taste Of The Caribbean,US,2,1100,2100
Taste Of The Caribbean,US,3,1100,2100
Taste Of The Caribbean,US,4,1100,2100
Taste Of The Caribbean,US,5,1100,2100
Taste Of The Caribbean,US,6,1600,2100
Tat's Delicatessen,US,0,0800,1500
Tat's Delicatessen,US,1,0800,1500
Tat's Delicatessen,US,2,0800,1500
Tat's Delicatessen,US,3,0800,1500
Tat's Delicatessen,US,4,0800,1500
Tat's Delicatessen,US,5,1100,1730
Taylor Shellfish Oyster Bar,US,0,1100,2100
Taylor Shellfish Oyster Bar,US,1,1000,2100
Taylor Shellfish Oyster Bar,US,2,1100,2100
Taylor Shellfish Oyster Bar,US,3,1100,2100
Taylor Shellfish Oyster Bar,US,4,1100,2200
Taylor Shellfish Oyster Bar,US,5,1100,2200
Taylor Shellfish Oyster Bar,US,6,1100,2100
Taylor Shellfish Oyster Bar,US,0,1130,2200
Taylor Shellfish Oyster Bar,US,1,1130,2200
Taylor Shellfish Oyster Bar,US,2,1130,2200
Taylor Shellfish Oyster Bar,US,3,1130,2200
Taylor Shellfish Oyster Bar,US,4,1130,2200
Taylor Shellfish Oyster Bar,US,5,1130,2200
Taylor Shellfish Oyster Bar,US,6,1130,2200
Tenth West,US,1,0800,1400
Tenth West,US,2,0800,1400
Tenth West,US,3,0800,1400
Tenth West,US,4,0800,1400
Tenth West,US,5,0800,1400
Tenth West,US,6,0800,1400
Terra Plata,US,0,1700,2200
Terra Plata,US,1,1100,2300
Terra Plata,US,2,1100,2300
Terra Plata,US,3,1100,2300
Terra Plata,US,4,1100,0000
Terra Plata,US,5,0930,0000
Terra Plata,US,6,0930,2300
Thai-u-up Roosevelt,US,0,1600,2100
Thai-u-up Roosevelt,US,1,1600,2100
Thai-u-up Roosevelt,US,2,1600,2100
Thai-u-up Roosevelt,US,3,1600,2100
Thai-u-up Roosevelt,US,4,1600,2100
Thai-u-up Roosevelt,US,5,1600,2100
That's Amore! Italian Cafe,US,0,1700,2100
That's Amore! Italian Cafe,US,1,1700,2100
That's Amore! Italian Cafe,US,2,1700,2100
That's Amore! Italian Cafe,US,3,1700,2100
That's Amore! Italian Cafe,US,4,1600,2200
That's Amore! Italian Cafe,US,5,1600,2200
That's Amore! Italian Cafe,US,6,1600,2100
The Dray,US,0,1100,0200
The Dray,US,1,1100,0200
The Dray,US,2,1100,0200
The Dray,US,3,1100,0200
The Dray,US,4,1100,0200
The Dray,US,5,1100,0200
The Dray,US,6,1100,0200
The Egg & Us,US,0,0700,2100
The Egg & Us,US,1,0700,2100
The Egg & Us,US,2,0700,2100
The Egg & Us,US,3,0700,2100
The Egg & Us,US,4,0700,2100
The Egg & Us,US,5,0700,2100
The Egg & Us,US,6,0700,2100
The Faerie Queene,US,0,1100,1900
The Faerie Queene,US,1,1100,1900
The Faerie Queene,US,2,1100,1900
The Faerie Queene,US,3,1100,1900
The Faerie Queene,US,4,1100,1900
The Fat Hen,US,1,0800,1500
The Fat Hen,US,2,0800,1500
The Fat Hen,US,3,0800,1500
The Fat Hen,US,4,0800,1500
The Fat Hen,US,5,0800,1500
The Fat Hen,US,6,0800,1500
The Gerald,US,0,1600,0000
The Gerald,US,1,1600,0000
The Gerald,US,2,1600,0000
The Gerald,US,3,1600,0200
The Gerald,US,4,1600,0200
The Gerald,US,5,1000,0200
The Gerald,US,6,1000,0000
The Golden Olive,US,0,1000,2200
The Golden Olive,US,1,1000,2200
The Golden Olive,US,2,1000,2200
The Golden Olive,US,3,1000,2200
The Golden Olive,US,4,1000,0230
The Golden Olive,US,5,1000,0230
The Golden Olive,US,6,1000,2200
The Innkeeper,US,1,1600,0000
The Innkeeper,US,2,1600,0000
The Innkeeper,US,3,1600,0000
The Innkeeper,US,4,1600,0200
The Innkeeper,US,5,1600,0200
American Fresh Brewhouse-Slumbrew,US,0,1600,2300
American Fresh Brewhouse-Slumbrew,US,1,1600,2300
American Fresh Brewhouse-Slumbrew,US,2,1600,2300
American Fresh Brewhouse-Slumbrew,US,3,1600,2300
American Fresh Brewhouse-Slumbrew,US,4,1600,0000
American Fresh Brewhouse-Slumbrew,US,5,1100,0000
American Fresh Brewhouse-Slumbrew,US,6,1100,2000
Chang Noi Thai,US,0,1130,2130
Chang Noi Thai,US,1,1130,2130
Chang Noi Thai,US,2,1130,2130
Chang Noi Thai,US,3,1130,2130
Chang Noi Thai,US,4,1130,2130
Chang Noi Thai,US,5,1130,2130
Chang Noi Thai,US,6,1130,2130
Gatsby's On The Bay,US,1,1700,2200
Gatsby's On The Bay,US,2,1700,2200
Gatsby's On The Bay,US,3,1700,2300
Gatsby's On The Bay,US,4,1700,0000
Gatsby's On The Bay,US,5,1700,0000
Gatsby's On The Bay,US,6,1700,2200
SoleLuna Restaurant,US,0,0800,2200
SoleLuna Restaurant,US,1,0800,2200
SoleLuna Restaurant,US,2,0800,2200
SoleLuna Restaurant,US,3,0800,2200
SoleLuna Restaurant,US,4,0800,2300
SoleLuna Restaurant,US,5,1000,2300
SoleLuna Restaurant,US,6,1100,2200
Aboil Cafe,US,0,0800,1100
Aboil Cafe,US,1,0800,1300
Aboil Cafe,US,2,0800,1300
Aboil Cafe,US,3,0800,1300
Aboil Cafe,US,4,0800,1300
Aboil Cafe,US,5,0900,1300
Aboil Cafe,US,6,1000,1300
Heat Da Spot,US,0,0730,1900
Heat Da Spot,US,1,0730,1900
Heat Da Spot,US,2,0730,1900
Heat Da Spot,US,3,0730,1900
Heat Da Spot,US,4,0730,1900
Heat Da Spot,US,5,0800,1800
Heat Da Spot,US,6,0830,1800
Palisades Deli & Market,US,0,0700,2000
Palisades Deli & Market,US,1,0700,2000
Palisades Deli & Market,US,2,0700,2000
Palisades Deli & Market,US,3,0700,2000
Palisades Deli & Market,US,4,0700,2000
Palisades Deli & Market,US,5,0800,1900
2 Amys Neapolitan Pizzeria,US,0,1700,2200
2 Amys Neapolitan Pizzeria,US,1,1100,2200
2 Amys Neapolitan Pizzeria,US,2,1100,2200
2 Amys Neapolitan Pizzeria,US,3,1100,2200
2 Amys Neapolitan Pizzeria,US,4,1100,2300
2 Amys Neapolitan Pizzeria,US,5,1100,2300
2 Amys Neapolitan Pizzeria,US,6,1200,2200
A Baked Joint,US,0,0700,2000
A Baked Joint,US,1,0700,2100
A Baked Joint,US,2,0700,2000
A Baked Joint,US,3,0700,2000
A Baked Joint,US,4,0700,2100
A Baked Joint,US,5,0800,2000
A Baked Joint,US,6,0800,2000
Alfa Piehouse,US,0,0700,1800
Alfa Piehouse,US,1,0700,1800
Alfa Piehouse,US,2,0700,1800
Alfa Piehouse,US,3,0700,1800
Alfa Piehouse,US,4,0700,1800
Alfa Piehouse,US,5,1000,1600
All-Purpose Pizzeria,US,0,1130,1430
All-Purpose Pizzeria,US,0,1730,2200
All-Purpose Pizzeria,US,1,1130,1430
All-Purpose Pizzeria,US,1,1730,2200
All-Purpose Pizzeria,US,2,1130,1430
All-Purpose Pizzeria,US,2,1730,2200
All-Purpose Pizzeria,US,3,1130,1430
All-Purpose Pizzeria,US,3,1730,2200
All-Purpose Pizzeria,US,4,1130,1430
All-Purpose Pizzeria,US,4,1730,2300
All-Purpose Pizzeria,US,5,1130,1430
All-Purpose Pizzeria,US,5,1700,2300
All-Purpose Pizzeria,US,6,1700,2200
Alta Strada,US,0,1130,2230
Alta Strada,US,1,1130,2230
Alta Strada,US,2,1130,2230
Alta Strada,US,3,1130,2230
Alta Strada,US,4,1100,0100
Alta Strada,US,5,1100,0100
Alta Strada,US,6,1100,2230
Ambar,US,0,1100,1400
Ambar,US,0,1600,2200
Ambar,US,1,1100,1400
Ambar,US,1,1600,2200
Ambar,US,2,1100,1400
Ambar,US,2,1600,2200
Ambar,US,3,1100,1400
Ambar,US,3,1600,2200
Ambar,US,4,1100,1400
Ambar,US,4,1600,2300
Ambar,US,5,1000,2300
Ambar,US,6,1000,2200
Amsterdam Falafelshop,US,0,1100,0000
Amsterdam Falafelshop,US,1,1100,0230
Amsterdam Falafelshop,US,2,1100,0230
Amsterdam Falafelshop,US,3,1100,0300
Amsterdam Falafelshop,US,4,1100,0400
Amsterdam Falafelshop,US,5,1100,0400
Amsterdam Falafelshop,US,6,1100,0000
&pizza,US,0,1100,2300
&pizza,US,1,1100,2300
&pizza,US,2,1100,2300
&pizza,US,3,1100,2300
&pizza,US,4,1100,0000
&pizza,US,5,1100,0000
&pizza,US,6,1100,2300
&pizza,US,0,1100,2300
&pizza,US,1,1100,2300
&pizza,US,2,1100,2300
&pizza,US,3,1100,0000
&pizza,US,4,1100,0400
&pizza,US,5,1100,0400
&pizza,US,6,1100,2300
&pizza,US,0,1100,2300
&pizza,US,1,1100,2300
&pizza,US,2,1100,2300
&pizza,US,3,1100,0300
&pizza,US,4,1100,0400
&pizza,US,5,1100,0400
&pizza,US,6,1100,2300
Andrene's Caribbean & Soul Food Carryout,US,0,0800,2130
Andrene's Caribbean & Soul Food Carryout,US,1,0800,2130
Andrene's Caribbean & Soul Food Carryout,US,2,0800,2130
Andrene's Caribbean & Soul Food Carryout,US,3,0800,2130
Andrene's Caribbean & Soul Food Carryout,US,4,0800,2130
Andrene's Caribbean & Soul Food Carryout,US,5,0800,2130
ANXO Cidery & Pintxos Bar,US,0,1700,0000
ANXO Cidery & Pintxos Bar,US,1,1700,0000
ANXO Cidery & Pintxos Bar,US,2,1700,0000
ANXO Cidery & Pintxos Bar,US,3,1700,0000
ANXO Cidery & Pintxos Bar,US,4,1700,0100
ANXO Cidery & Pintxos Bar,US,5,1100,0100
ANXO Cidery & Pintxos Bar,US,6,1100,0000
Archipelago,US,1,1700,0200
Archipelago,US,2,1700,0200
Archipelago,US,3,1700,0200
Archipelago,US,4,1700,0300
Archipelago,US,5,1700,0300
Archipelago,US,6,1700,0200
Arcuri,US,0,1600,2300
Arcuri,US,1,1600,2300
Arcuri,US,2,1600,2300
Arcuri,US,3,1600,0030
Arcuri,US,4,1200,0130
Arcuri,US,5,1100,0130
Arcuri,US,6,1100,2300
Aroi Fine Thai & Japanese Cuisine,US,0,1130,1500
Aroi Fine Thai & Japanese Cuisine,US,0,1600,2200
Aroi Fine Thai & Japanese Cuisine,US,1,1130,1500
Aroi Fine Thai & Japanese Cuisine,US,1,1600,2200
Aroi Fine Thai & Japanese Cuisine,US,2,1130,1500
Aroi Fine Thai & Japanese Cuisine,US,2,1600,2200
Aroi Fine Thai & Japanese Cuisine,US,3,1130,1500
Aroi Fine Thai & Japanese Cuisine,US,3,1600,2200
Aroi Fine Thai & Japanese Cuisine,US,4,1130,1500
Aroi Fine Thai & Japanese Cuisine,US,4,1600,2230
Aroi Fine Thai & Japanese Cuisine,US,5,1200,2230
Aroi Fine Thai & Japanese Cuisine,US,6,1200,2200
b DC Penn Quarter,US,0,1100,2300
b DC Penn Quarter,US,1,1100,2300
b DC Penn Quarter,US,2,1100,2300
b DC Penn Quarter,US,3,1100,2300
b DC Penn Quarter,US,4,1100,0000
b DC Penn Quarter,US,5,1100,0000
b DC Penn Quarter,US,6,1100,2300
BAB Korean Fusion,US,0,1100,2100
BAB Korean Fusion,US,1,1100,2100
BAB Korean Fusion,US,2,1100,2100
BAB Korean Fusion,US,3,1100,2100
BAB Korean Fusion,US,4,1100,0000
BAB Korean Fusion,US,5,1100,0000
Bacio Pizzeria,US,0,1600,2230
Bacio Pizzeria,US,1,1600,2230
Bacio Pizzeria,US,2,1600,2230
Bacio Pizzeria,US,3,1600,2230
Bacio Pizzeria,US,4,1600,2230
Bacio Pizzeria,US,5,1100,2230
Bacio Pizzeria,US,6,1200,2200
Bad Saint,US,0,1730,2200
Bad Saint,US,2,1730,2200
Bad Saint,US,3,1730,2200
Bad Saint,US,4,1730,2300
Bad Saint,US,5,1730,2300
Bad Saint,US,6,1730,2200
Bangkok Joe's,US,0,1130,2230
Bangkok Joe's,US,1,1130,2230
Bangkok Joe's,US,2,1130,2230
Bangkok Joe's,US,3,1130,2230
Bangkok Joe's,US,4,1130,2330
Bangkok Joe's,US,5,1130,2330
Bangkok Joe's,US,6,1130,2230
Bar Charley,US,0,1700,0030
Bar Charley,US,1,1700,0030
Bar Charley,US,2,1700,0030
Bar Charley,US,3,1700,0030
Bar Charley,US,4,1600,0130
Bar Charley,US,5,1000,0130
Bar Charley,US,6,1000,0030
Bar Civita,US,0,1700,2200
Bar Civita,US,1,1700,2200
Bar Civita,US,2,1700,2200
Bar Civita,US,3,1700,2200
Bar Civita,US,4,1700,2300
Bar Civita,US,5,1100,1500
Bar Civita,US,5,1700,2300
Bar Civita,US,6,1030,2100
Barcelona Wine Bar,US,0,1600,0000
Barcelona Wine Bar,US,1,1600,0200
Barcelona Wine Bar,US,2,1600,0200
Barcelona Wine Bar,US,3,1400,0200
Barcelona Wine Bar,US,4,1400,0200
Barcelona Wine Bar,US,5,1100,0200
Barcelona Wine Bar,US,6,1100,0000
Bareburger,US,0,1130,2200
Bareburger,US,1,1130,2200
Bareburger,US,2,1130,2200
Bareburger,US,3,1130,2200
Bareburger,US,4,1100,2330
Bareburger,US,5,1100,2330
Bareburger,US,6,1100,2100
Beau Thai - Mount Pleasant,US,0,1100,1500
Beau Thai - Mount Pleasant,US,0,1700,2230
Beau Thai - Mount Pleasant,US,1,1100,1500
Beau Thai - Mount Pleasant,US,1,1700,2230
Beau Thai - Mount Pleasant,US,2,1100,1500
Beau Thai - Mount Pleasant,US,2,1700,2230
Beau Thai - Mount Pleasant,US,3,1100,1500
Beau Thai - Mount Pleasant,US,3,1700,2230
Beau Thai - Mount Pleasant,US,4,1100,2300
Beau Thai - Mount Pleasant,US,5,1100,2300
Beau Thai - Mount Pleasant,US,6,1100,2230
Beef N Bread,US,0,0800,2100
Beef N Bread,US,1,0800,2100
Beef N Bread,US,2,0800,2100
Beef N Bread,US,3,0800,2100
Beef N Bread,US,4,0800,2100
Beef N Bread,US,5,0900,2100
Beef N Bread,US,6,0900,2100
Ben's Upstairs,US,1,1700,0000
Ben's Upstairs,US,2,1700,0000
Ben's Upstairs,US,3,1700,0100
Ben's Upstairs,US,4,1700,0200
Ben's Upstairs,US,5,1100,0200
Ben's Upstairs,US,6,1100,2200
Beuchert's Saloon,US,0,1600,0100
Beuchert's Saloon,US,1,1100,0100
Beuchert's Saloon,US,2,1100,0100
Beuchert's Saloon,US,3,1100,0100
Beuchert's Saloon,US,4,1100,0200
Beuchert's Saloon,US,5,1100,0200
Beuchert's Saloon,US,6,1100,0100
Birch & Barley,US,1,1730,2200
Birch & Barley,US,2,1730,2200
Birch & Barley,US,3,1730,2200
Birch & Barley,US,4,1730,2300
Birch & Barley,US,5,1730,2300
Birch & Barley,US,6,1100,1500
Birch & Barley,US,6,1700,2000
Bistro Bohem,US,0,1100,2200
Bistro Bohem,US,1,1100,2300
Bistro Bohem,US,2,1100,2300
Bistro Bohem,US,3,1100,2300
Bistro Bohem,US,4,1100,0000
Bistro Bohem,US,5,1000,1500
Bistro Bohem,US,5,1700,0000
Bistro Bohem,US,6,1000,1500
Bistro Bohem,US,6,1700,2200
Bistrot Du Coin,US,0,1130,0000
Bistrot Du Coin,US,1,1130,0000
Bistrot Du Coin,US,2,1130,0000
Bistrot Du Coin,US,3,1130,0100
Bistrot Du Coin,US,4,1130,0100
Bistrot Du Coin,US,5,1000,0100
Bistrot Du Coin,US,6,1000,0000
BKK Cookshop,US,0,1200,2200
BKK Cookshop,US,1,1200,2200
BKK Cookshop,US,2,1200,2200
BKK Cookshop,US,3,1200,2200
BKK Cookshop,US,4,1200,2200
BKK Cookshop,US,5,1200,2200
BKK Cookshop,US,6,1200,2200
BlackSalt,US,0,1130,2130
BlackSalt,US,1,1130,2130
BlackSalt,US,2,1130,2130
BlackSalt,US,3,1130,2130
BlackSalt,US,4,1130,2300
BlackSalt,US,5,1130,2300
BlackSalt,US,6,1100,2100
Blue 44 Restaurant & Bar,US,0,1700,2200
Blue 44 Restaurant & Bar,US,1,1130,1430
