Name,Country Code,Day of Week,Start Time,End Time
Rosso Pomodoro,AU,1,1800,2200
Rosso Pomodoro,AU,2,1800,2200
Rosso Pomodoro,AU,3,1800,2200
Rosso Pomodoro,AU,4,1800,2200
Rosso Pomodoro,AU,5,1800,2200
Rosso Pomodoro,AU,6,1800,2200
Little Bird,AU,0,0700,1500
Little Bird,AU,1,0700,1500
Little Bird,AU,2,0700,1500
Little Bird,AU,3,0700,1500
Little Bird,AU,4,0700,1500
Little Bird,AU,5,0800,1400
Little Bird,AU,6,0800,1400
Buvette Bistro & Winebar,AU,0,0630,1030
Buvette Bistro & Winebar,AU,1,0630,2230
Buvette Bistro & Winebar,AU,2,0630,2230
Buvette Bistro & Winebar,AU,3,0630,2230
Buvette Bistro & Winebar,AU,4,0630,2230
Buvette Bistro & Winebar,AU,5,0630,1030
Buvette Bistro & Winebar,AU,5,1800,2230
Buvette Bistro & Winebar,AU,6,0630,1030
Chairman & Yip,AU,1,1200,1430
Chairman & Yip,AU,1,1800,2300
Chairman & Yip,AU,2,1200,1430
Chairman & Yip,AU,2,1800,2300
Chairman & Yip,AU,3,1200,1430
Chairman & Yip,AU,3,1800,2300
Chairman & Yip,AU,4,1200,1430
Chairman & Yip,AU,4,1800,2300
Chairman & Yip,AU,5,1800,2300
Porkies Barbque,AU,2,1130,1430
Porkies Barbque,AU,2,1730,2030
Porkies Barbque,AU,3,1130,1430
Porkies Barbque,AU,3,1730,2030
Porkies Barbque,AU,4,1130,1430
Porkies Barbque,AU,4,1730,2030
Porkies Barbque,AU,5,1130,1430
Porkies Barbque,AU,5,1730,2030
Porkies Barbque,AU,6,1130,1430
Porkies Barbque,AU,6,1730,2030
Crust Pizza,AU,0,1600,2130
Crust Pizza,AU,1,1600,2130
Crust Pizza,AU,2,1600,2130
Crust Pizza,AU,3,1600,2200
Crust Pizza,AU,4,1600,2200
Crust Pizza,AU,5,1600,2200
Crust Pizza,AU,6,1600,2200
Outback Jack's,AU,0,1100,2300
Outback Jack's,AU,1,1100,2300
Outback Jack's,AU,2,1100,2300
Outback Jack's,AU,3,1100,2300
Outback Jack's,AU,4,1100,2300
Outback Jack's,AU,5,1100,2300
Outback Jack's,AU,6,1100,2300
Punjabi Junction,AU,0,1130,1430
Punjabi Junction,AU,0,1700,2230
Punjabi Junction,AU,1,1130,1430
Punjabi Junction,AU,1,1700,2230
Punjabi Junction,AU,2,1130,1430
Punjabi Junction,AU,2,1700,2230
Punjabi Junction,AU,3,1130,1430
Punjabi Junction,AU,3,1700,2230
Punjabi Junction,AU,4,1130,1430
Punjabi Junction,AU,4,1700,2230
Punjabi Junction,AU,5,1700,2230
Punjabi Junction,AU,6,1700,2230
Bella Vista Restaurant,AU,0,1200,1400
Bella Vista Restaurant,AU,0,1730,2100
Bella Vista Restaurant,AU,1,1200,1400
Bella Vista Restaurant,AU,1,1730,2100
Bella Vista Restaurant,AU,2,1200,1400
Bella Vista Restaurant,AU,2,1730,2100
Bella Vista Restaurant,AU,3,1200,1400
Bella Vista Restaurant,AU,3,1730,2100
Bella Vista Restaurant,AU,4,1200,1400
Bella Vista Restaurant,AU,4,1730,2100
Bella Vista Restaurant,AU,5,1730,2100
Chatterbox Espresso Bar,AU,0,0630,1600
Chatterbox Espresso Bar,AU,1,0630,1600
Chatterbox Espresso Bar,AU,2,0630,1600
Chatterbox Espresso Bar,AU,3,0630,1600
Chatterbox Espresso Bar,AU,4,0630,1600
Chatterbox Espresso Bar,AU,5,0800,1330
Chatterbox Espresso Bar,AU,6,0800,1330
Malaysian Chapter,AU,0,1730,2100
Malaysian Chapter,AU,1,1200,1400
Malaysian Chapter,AU,1,1730,2100
Malaysian Chapter,AU,2,1200,1400
Malaysian Chapter,AU,2,1730,2100
Malaysian Chapter,AU,3,1200,1400
Malaysian Chapter,AU,3,1730,2100
Malaysian Chapter,AU,4,1200,1400
Malaysian Chapter,AU,4,1730,2100
Malaysian Chapter,AU,5,1200,1400
Malaysian Chapter,AU,5,1730,2100
Prince Palace Chinese Restaurant,AU,0,1130,1430
Prince Palace Chinese Restaurant,AU,0,1730,2230
Prince Palace Chinese Restaurant,AU,1,1130,1430
Prince Palace Chinese Restaurant,AU,1,1730,2230
Prince Palace Chinese Restaurant,AU,2,1130,1430
Prince Palace Chinese Restaurant,AU,2,1730,2230
Prince Palace Chinese Restaurant,AU,3,1130,1430
Prince Palace Chinese Restaurant,AU,3,1730,2230
Prince Palace Chinese Restaurant,AU,4,1130,1430
Prince Palace Chinese Restaurant,AU,4,1730,0000
Prince Palace Chinese Restaurant,AU,5,1130,1430
Prince Palace Chinese Restaurant,AU,5,1730,0000
Prince Palace Chinese Restaurant,AU,6,1130,1430
Prince Palace Chinese Restaurant,AU,6,1730,2230
Pho Hub,AU,2,1000,1500
Pho Hub,AU,2,1700,2200
Pho Hub,AU,3,1000,1530
Pho Hub,AU,3,1700,2230
Pho Hub,AU,5,1000,1530
Pho Hub,AU,5,1700,2230
Pho Hub,AU,6,1000,1500
Pho Hub,AU,6,1700,2200
Taj Agra,AU,0,1730,2200
Taj Agra,AU,1,1200,1400
Taj Agra,AU,1,1730,2200
Taj Agra,AU,2,1200,1400
Taj Agra,AU,2,1730,2200
Taj Agra,AU,3,1200,1400
Taj Agra,AU,3,1730,2200
Taj Agra,AU,4,1200,1400
Taj Agra,AU,4,1730,2200
Taj Agra,AU,5,1730,2200
Taj Agra,AU,6,1730,2200
Burger Hero,AU,0,1100,1500
Burger Hero,AU,0,1700,2100
Burger Hero,AU,1,1100,1500
Burger Hero,AU,1,1700,2100
Burger Hero,AU,2,1100,1500
Burger Hero,AU,2,1700,2100
Burger Hero,AU,3,1100,1500
Burger Hero,AU,3,1700,2100
Burger Hero,AU,4,1100,1500
Burger Hero,AU,4,1700,2100
Burger Hero,AU,5,1100,1500
Burger Hero,AU,5,1700,2100
McDonald's,AU,0,0000,0000
McDonald's,AU,1,0000,0000
McDonald's,AU,2,0000,0000
McDonald's,AU,3,0000,0000
McDonald's,AU,4,0000,0000
McDonald's,AU,5,0000,0000
McDonald's,AU,6,0000,0000
RYE Cafe and Bar,AU,0,0630,1600
RYE Cafe and Bar,AU,1,0630,1600
RYE Cafe and Bar,AU,2,0630,0000
RYE Cafe and Bar,AU,3,0630,0000
RYE Cafe and Bar,AU,4,0630,0000
RYE Cafe and Bar,AU,5,0630,0000
RYE Cafe and Bar,AU,6,0630,1600
Cafe On 28,AU,0,0700,1400
Cafe On 28,AU,1,0700,1400
Cafe On 28,AU,2,0700,1400
Cafe On 28,AU,3,0700,1400
Cafe On 28,AU,4,0700,1400
10' Custom Pizzeria,AU,0,1130,1500
10' Custom Pizzeria,AU,0,1730,0000
10' Custom Pizzeria,AU,1,1130,1500
10' Custom Pizzeria,AU,1,1730,0000
10' Custom Pizzeria,AU,2,1130,1500
10' Custom Pizzeria,AU,2,1730,0000
10' Custom Pizzeria,AU,3,1130,1500
10' Custom Pizzeria,AU,3,1730,0000
10' Custom Pizzeria,AU,4,1130,1500
10' Custom Pizzeria,AU,4,1730,0000
10' Custom Pizzeria,AU,5,1130,1500
10' Custom Pizzeria,AU,5,1730,0000
10' Custom Pizzeria,AU,6,1130,1500
10' Custom Pizzeria,AU,6,1730,0000
Blackfire,AU,0,0800,2300
Blackfire,AU,1,0800,2300
Blackfire,AU,2,0800,2300
Blackfire,AU,3,0800,2300
Blackfire,AU,4,0800,2300
Blackfire,AU,5,0800,2300
Blackfire,AU,6,0800,2300
Bollywood Dimensions Indian Cuisine,AU,0,1730,2130
Bollywood Dimensions Indian Cuisine,AU,1,1730,2130
Bollywood Dimensions Indian Cuisine,AU,2,1730,2130
Bollywood Dimensions Indian Cuisine,AU,3,1730,2130
Bollywood Dimensions Indian Cuisine,AU,4,1730,2130
Bollywood Dimensions Indian Cuisine,AU,5,1730,2130
Bollywood Dimensions Indian Cuisine,AU,6,1730,2130
Eighty/twenty Food,AU,0,0600,1600
Eighty/twenty Food,AU,1,0600,1600
Eighty/twenty Food,AU,2,0600,1600
Eighty/twenty Food,AU,3,0600,1600
Eighty/twenty Food,AU,4,0600,1600
Eighty/twenty Food,AU,5,0600,1600
Eighty/twenty Food,AU,6,0700,1600
Elk & Pea,AU,0,0800,1500
Elk & Pea,AU,1,0800,2200
Elk & Pea,AU,2,0800,2200
Elk & Pea,AU,3,0800,1400
Elk & Pea,AU,3,1800,2300
Elk & Pea,AU,4,0800,1400
Elk & Pea,AU,4,1800,2300
Elk & Pea,AU,5,0800,1400
Elk & Pea,AU,5,1800,2300
Elk & Pea,AU,6,0800,1430
Farmers Daughter,AU,0,0700,1500
Farmers Daughter,AU,1,0700,1500
Farmers Daughter,AU,2,0700,1500
Farmers Daughter,AU,3,0700,1500
Farmers Daughter,AU,4,0700,1500
Farmers Daughter,AU,5,0800,1400
Farmers Daughter,AU,6,0800,1400
Lonsdale Street Roasters,AU,0,0600,1700
Lonsdale Street Roasters,AU,1,0600,1700
Lonsdale Street Roasters,AU,2,0600,1700
Lonsdale Street Roasters,AU,3,0600,1700
Lonsdale Street Roasters,AU,4,0600,1700
Lonsdale Street Roasters,AU,5,0630,1500
Lonsdale Street Roasters Eatery,AU,0,0700,1500
Lonsdale Street Roasters Eatery,AU,1,0700,1500
Lonsdale Street Roasters Eatery,AU,2,0700,1500
Lonsdale Street Roasters Eatery,AU,3,0700,1500
Lonsdale Street Roasters Eatery,AU,4,0700,1500
Lonsdale Street Roasters Eatery,AU,5,0800,1600
Lonsdale Street Roasters Eatery,AU,6,0800,1600
Pita Pit Braddon,AU,0,0830,2100
Pita Pit Braddon,AU,1,0830,2100
Pita Pit Braddon,AU,2,0830,2100
Pita Pit Braddon,AU,3,0830,2100
Pita Pit Braddon,AU,4,0830,2100
Pita Pit Braddon,AU,5,0900,2000
Pita Pit Braddon,AU,6,1100,1600
Pizza Gusto,AU,1,1730,2100
Pizza Gusto,AU,2,1730,2100
Pizza Gusto,AU,3,1730,2100
Pizza Gusto,AU,4,1730,2100
Pizza Gusto,AU,5,1730,2100
Pizza Gusto,AU,6,1730,2100
Sweet Bones Bakery Cafe,AU,0,0730,1600
Sweet Bones Bakery Cafe,AU,1,0730,1600
Sweet Bones Bakery Cafe,AU,2,0730,1600
Sweet Bones Bakery Cafe,AU,3,0730,1600
Sweet Bones Bakery Cafe,AU,4,0730,1600
Sweet Bones Bakery Cafe,AU,5,0730,1600
Sweet Bones Bakery Cafe,AU,6,0830,1500
Pig N Whistle Queen St,AU,0,0000,0000
Pig N Whistle Queen St,AU,1,0000,0000
Pig N Whistle Queen St,AU,2,0000,0000
Pig N Whistle Queen St,AU,3,0000,0000
Pig N Whistle Queen St,AU,4,0000,0000
Pig N Whistle Queen St,AU,5,0000,0000
Pig N Whistle Queen St,AU,6,0000,0000
Coppa Spuntino,AU,0,0700,2330
Coppa Spuntino,AU,1,0700,2330
Coppa Spuntino,AU,2,0700,2330
Coppa Spuntino,AU,3,0700,2330
Coppa Spuntino,AU,4,0700,2330
Dosa Plaza Morningside,AU,0,1100,2200
Dosa Plaza Morningside,AU,1,1100,2200
Dosa Plaza Morningside,AU,2,1100,2200
Dosa Plaza Morningside,AU,3,1100,2200
Dosa Plaza Morningside,AU,4,1100,2200
Dosa Plaza Morningside,AU,5,1100,2200
Dosa Plaza Morningside,AU,6,1100,2200
Prive249 Restaurant,AU,0,1400,1600
Prive249 Restaurant,AU,1,1400,1600
Prive249 Restaurant,AU,2,1400,1600
Prive249 Restaurant,AU,3,1400,1600
Prive249 Restaurant,AU,4,1400,1600
Prive249 Restaurant,AU,5,1400,1600
Prive249 Restaurant,AU,6,1400,1600
Quay West Suites Brisbane,AU,0,0000,0000
Quay West Suites Brisbane,AU,1,0000,0000
Quay West Suites Brisbane,AU,2,0000,0000
Quay West Suites Brisbane,AU,3,0000,0000
Quay West Suites Brisbane,AU,4,0000,0000
Quay West Suites Brisbane,AU,5,0000,0000
Quay West Suites Brisbane,AU,6,0000,0000
Sage On Ann,AU,0,0630,1600
Sage On Ann,AU,1,0630,1600
Sage On Ann,AU,2,0630,1600
Sage On Ann,AU,3,0630,1600
Sage On Ann,AU,4,0630,1600
127 Bar and Bistro,AU,0,0630,2100
127 Bar and Bistro,AU,1,0630,2100
127 Bar and Bistro,AU,2,0630,2100
127 Bar and Bistro,AU,3,0630,2100
127 Bar and Bistro,AU,4,0630,2100
127 Bar and Bistro,AU,5,0700,1100
127 Bar and Bistro,AU,5,1500,2100
127 Bar and Bistro,AU,6,0700,1100
Aamaya Indian Restaurant,AU,0,1100,2130
Aamaya Indian Restaurant,AU,1,1100,1430
Aamaya Indian Restaurant,AU,1,1700,2130
Aamaya Indian Restaurant,AU,2,1100,1430
Aamaya Indian Restaurant,AU,2,1700,2130
Aamaya Indian Restaurant,AU,3,1100,1430
Aamaya Indian Restaurant,AU,3,1700,2130
Aamaya Indian Restaurant,AU,4,1100,1430
Aamaya Indian Restaurant,AU,4,1700,2130
Aamaya Indian Restaurant,AU,5,1100,2130
Aamaya Indian Restaurant,AU,6,1100,2130
AJ Vietnamese Noodle House,AU,0,1100,2100
AJ Vietnamese Noodle House,AU,1,1100,2100
AJ Vietnamese Noodle House,AU,2,1100,2100
AJ Vietnamese Noodle House,AU,3,1100,2100
AJ Vietnamese Noodle House,AU,4,1100,2100
AJ Vietnamese Noodle House,AU,5,1100,2100
Aromas Regent,AU,0,0700,1800
Aromas Regent,AU,1,0700,1800
Aromas Regent,AU,2,0700,1800
Aromas Regent,AU,3,0700,1800
Aromas Regent,AU,4,0700,2030
Aromas Regent,AU,5,0900,1800
Aromas Regent,AU,6,1000,1600
Asana by Pete Evans Cafe,AU,0,0630,1800
Asana by Pete Evans Cafe,AU,1,0630,1800
Asana by Pete Evans Cafe,AU,2,0630,1800
Asana by Pete Evans Cafe,AU,3,0630,1800
Asana by Pete Evans Cafe,AU,4,0630,1800
Asana by Pete Evans Cafe,AU,5,0630,1800
Asana by Pete Evans Cafe,AU,6,0630,1800
Atticus Finch,AU,0,0630,1400
Atticus Finch,AU,1,0630,1400
Atticus Finch,AU,2,0630,1400
Atticus Finch,AU,3,0630,1400
Atticus Finch,AU,4,0630,2000
Atticus Finch,AU,5,0700,2000
Atticus Finch,AU,6,0630,1400
Bar Pacino,AU,0,0600,1700
Bar Pacino,AU,1,0600,1700
Bar Pacino,AU,2,0600,1700
Bar Pacino,AU,3,0600,2200
Bar Pacino,AU,4,0600,0000
Bar Pacino,AU,5,1200,0000
Beach House Bar & Grill,AU,0,1000,0000
Beach House Bar & Grill,AU,1,1000,0000
Beach House Bar & Grill,AU,2,1000,0000
Beach House Bar & Grill,AU,3,1000,0000
Beach House Bar & Grill,AU,4,1000,0100
Beach House Bar & Grill,AU,5,1000,0100
Beach House Bar & Grill,AU,6,1000,0000
Bean,AU,0,0700,1800
Bean,AU,1,0700,1800
Bean,AU,2,0700,1800
Bean,AU,3,0700,1800
Bean,AU,4,0700,2200
Botero,AU,0,0630,1600
Botero,AU,1,0630,1600
Botero,AU,2,0630,1600
Botero,AU,3,0630,1600
Botero,AU,4,0630,0000
Chocolateria San Churro,AU,0,0800,2300
Chocolateria San Churro,AU,1,0800,2300
Chocolateria San Churro,AU,2,0800,2300
Chocolateria San Churro,AU,3,0800,2300
Chocolateria San Churro,AU,4,0800,0100
Chocolateria San Churro,AU,5,0900,0100
Chocolateria San Churro,AU,6,0900,2300
Chow Down,AU,0,1100,2200
Chow Down,AU,1,1100,2200
Chow Down,AU,2,1100,2200
Chow Down,AU,3,1100,2200
Chow Down,AU,4,1100,0000
Chow Down,AU,5,1100,0000
Chow Down,AU,6,1100,2200
Coffee Anthology,AU,0,0700,1530
Coffee Anthology,AU,1,0700,1530
Coffee Anthology,AU,2,0700,1530
Coffee Anthology,AU,3,0700,1530
Coffee Anthology,AU,4,0700,1530
Coffee Anthology,AU,5,0730,1200
Corbett & Claude,AU,0,1130,0000
Corbett & Claude,AU,1,1130,0000
Corbett & Claude,AU,2,1130,0000
Corbett & Claude,AU,3,1130,0000
Corbett & Claude,AU,4,1130,0000
Corbett & Claude,AU,5,1700,0000
Embassy Craft Beer Bar,AU,0,1100,2200
Embassy Craft Beer Bar,AU,1,1100,2200
Embassy Craft Beer Bar,AU,2,1100,2200
Embassy Craft Beer Bar,AU,3,1100,2300
Embassy Craft Beer Bar,AU,4,1100,0000
Embassy Craft Beer Bar,AU,5,1100,0000
Espresso Republic,AU,0,0630,1530
Espresso Republic,AU,1,0630,1530
Espresso Republic,AU,2,0630,1530
Espresso Republic,AU,3,0630,1530
Espresso Republic,AU,4,0630,1530
Fab Fish & Burger Grill,AU,0,1100,2300
Fab Fish & Burger Grill,AU,1,1100,2300
Fab Fish & Burger Grill,AU,2,1100,2300
Fab Fish & Burger Grill,AU,3,1100,2300
Fab Fish & Burger Grill,AU,4,1100,2300
Fab Fish & Burger Grill,AU,5,1100,2300
Fab Fish & Burger Grill,AU,6,1100,2300
Fat Noodle,AU,0,1000,0000
Fat Noodle,AU,1,1000,0000
Fat Noodle,AU,2,1000,0000
Fat Noodle,AU,3,1000,0000
Fat Noodle,AU,4,1000,0300
Fat Noodle,AU,5,1000,0300
Fat Noodle,AU,6,1000,0000
Felix For Goodness,AU,0,0700,1500
Felix For Goodness,AU,1,0700,1500
Felix For Goodness,AU,2,0700,1500
Felix For Goodness,AU,3,0700,2130
Felix For Goodness,AU,4,0700,2130
Felix For Goodness,AU,5,0800,2130
Fiamme Trattoria,AU,2,1130,2130
Fiamme Trattoria,AU,3,1130,2130
Fiamme Trattoria,AU,4,1130,2230
Fiamme Trattoria,AU,5,1700,2230
Fiamme Trattoria,AU,6,1400,2030
Firefly Espresso Bar Pizza,AU,0,0630,1700
Firefly Espresso Bar Pizza,AU,1,0630,1700
Firefly Espresso Bar Pizza,AU,2,0630,1800
Firefly Espresso Bar Pizza,AU,3,0630,0000
Firefly Espresso Bar Pizza,AU,4,0630,0000
Fix Restaurant & Wine Bar,AU,0,1130,2200
Fix Restaurant & Wine Bar,AU,1,1130,2200
Fix Restaurant & Wine Bar,AU,2,1130,2200
Fix Restaurant & Wine Bar,AU,3,1130,2200
Fix Restaurant & Wine Bar,AU,4,1130,2200
Fix Restaurant & Wine Bar,AU,5,1730,2200
French Martini,AU,0,1100,2300
French Martini,AU,1,1100,2300
French Martini,AU,2,1100,2300
French Martini,AU,3,1100,2300
French Martini,AU,4,1100,2300
French Martini,AU,5,1100,2300
French Martini,AU,6,1100,2300
French Twist Barracks,AU,0,0700,1500
French Twist Barracks,AU,1,0700,1500
French Twist Barracks,AU,2,0700,1500
French Twist Barracks,AU,3,0700,1500
French Twist Barracks,AU,4,0700,1500
French Twist Barracks,AU,5,0800,1500
French Twist Barracks,AU,6,0800,1500
Frisky Goat,AU,0,0630,1500
Frisky Goat,AU,1,0630,1500
Frisky Goat,AU,2,0630,1500
Frisky Goat,AU,3,0630,1500
Frisky Goat,AU,4,0630,1500
Getta Burger,AU,2,1630,2030
Getta Burger,AU,3,1630,2030
Getta Burger,AU,4,1630,2030
Getta Burger,AU,5,1200,2030
Getta Burger,AU,6,1200,2030
Grey's Cafe & Bar,AU,0,0630,2300
Grey's Cafe & Bar,AU,1,0630,2300
Grey's Cafe & Bar,AU,2,0630,2300
Grey's Cafe & Bar,AU,3,0630,2300
Grey's Cafe & Bar,AU,4,0630,2300
Grey's Cafe & Bar,AU,5,0630,2300
Grey's Cafe & Bar,AU,6,0630,2300
Grill'd,AU,0,1100,2200
Grill'd,AU,1,1100,2200
Grill'd,AU,2,1100,2200
Grill'd,AU,3,1100,2200
Grill'd,AU,4,1100,0000
Grill'd,AU,5,1030,2300
Grill'd,AU,6,1030,2200
Grill'd - Wintergarden,AU,0,1100,2200
Grill'd - Wintergarden,AU,1,1100,2200
Grill'd - Wintergarden,AU,2,1100,2300
Grill'd - Wintergarden,AU,3,1100,2300
Grill'd - Wintergarden,AU,4,1100,2300
Grill'd - Wintergarden,AU,5,1100,1200
Grill'd - Wintergarden,AU,6,1100,2200
Guzman Y Gomez,AU,0,1000,2200
Guzman Y Gomez,AU,1,1000,2200
Guzman Y Gomez,AU,2,1000,2200
Guzman Y Gomez,AU,3,1000,2200
Guzman Y Gomez,AU,4,1000,2300
Guzman Y Gomez,AU,5,1000,2300
Guzman Y Gomez,AU,6,1000,2200
Guzman Y Gomez,AU,0,1000,1700
Guzman Y Gomez,AU,1,1000,1700
Guzman Y Gomez,AU,2,1000,1700
Guzman Y Gomez,AU,3,1000,1700
Guzman Y Gomez,AU,4,1000,2100
Guzman Y Gomez,AU,5,1000,1700
Guzman Y Gomez,AU,6,1000,1700
Hanaichi Sushi Bar + Dining,AU,0,1130,2100
Hanaichi Sushi Bar + Dining,AU,1,1130,2100
Hanaichi Sushi Bar + Dining,AU,2,1130,2100
Hanaichi Sushi Bar + Dining,AU,3,1130,2100
Hanaichi Sushi Bar + Dining,AU,4,1130,2200
Hanaichi Sushi Bar + Dining,AU,5,1130,2200
Hanaichi Sushi Bar + Dining,AU,6,1130,2100
Honor Food,AU,0,0600,1500
Honor Food,AU,1,0600,1500
Honor Food,AU,2,0600,1500
Honor Food,AU,3,0600,1500
Honor Food,AU,4,0600,1500
Honor Food,AU,5,0600,1500
Honor Food,AU,6,0600,1500
Hops Scotch & Beans,AU,0,0700,1500
Hops Scotch & Beans,AU,1,0700,1500
Hops Scotch & Beans,AU,2,0700,1500
Hops Scotch & Beans,AU,3,0700,1500
Hops Scotch & Beans,AU,4,0700,1500
Hops Scotch & Beans,AU,5,0700,1500
Hops Scotch & Beans,AU,6,0800,1300
Hundred Acre Bar,AU,0,0700,1800
Hundred Acre Bar,AU,1,0700,1800
Hundred Acre Bar,AU,2,0700,2100
Hundred Acre Bar,AU,3,0700,2100
Hundred Acre Bar,AU,4,0700,2100
Hundred Acre Bar,AU,5,0800,2100
Hundred Acre Bar,AU,6,0800,1800
Ichiban Yakitori,AU,0,1030,1630
Ichiban Yakitori,AU,1,1030,1630
Ichiban Yakitori,AU,2,1030,1630
Ichiban Yakitori,AU,3,1030,1630
Ichiban Yakitori,AU,4,1030,1630
Indian Mehfil,AU,0,1700,2100
Indian Mehfil,AU,1,1630,2100
Indian Mehfil,AU,2,1630,2100
Indian Mehfil,AU,3,1630,2200
Indian Mehfil,AU,4,1630,2200
Indian Mehfil,AU,5,1100,2100
Kabuki Teppanyaki Brisbane,AU,0,1200,1430
Kabuki Teppanyaki Brisbane,AU,0,1800,2130
Kabuki Teppanyaki Brisbane,AU,1,1200,1430
Kabuki Teppanyaki Brisbane,AU,1,1800,2130
Kabuki Teppanyaki Brisbane,AU,2,1200,1430
Kabuki Teppanyaki Brisbane,AU,2,1800,2130
Kabuki Teppanyaki Brisbane,AU,3,1200,1430
Kabuki Teppanyaki Brisbane,AU,3,1800,2130
Kabuki Teppanyaki Brisbane,AU,4,1200,1430
Kabuki Teppanyaki Brisbane,AU,4,1800,2130
Kabuki Teppanyaki Brisbane,AU,5,1800,2130
Kingsleys Steak & Crabhouse,AU,0,1130,2330
Kingsleys Steak & Crabhouse,AU,1,1130,2330
Kingsleys Steak & Crabhouse,AU,2,1130,2330
Kingsleys Steak & Crabhouse,AU,3,1130,2330
Kingsleys Steak & Crabhouse,AU,4,1130,2330
Kingsleys Steak & Crabhouse,AU,5,1130,2330
Kingsleys Steak & Crabhouse,AU,6,1130,2200
Kitchen At Treasury,AU,0,0000,0000
Kitchen At Treasury,AU,1,0000,0000
Kitchen At Treasury,AU,2,0000,0000
Kitchen At Treasury,AU,3,0000,0000
Kitchen At Treasury,AU,4,0000,0000
Kitchen At Treasury,AU,5,0000,0000
Kitchen At Treasury,AU,6,0000,0000
Kitchen Sanitarium,AU,0,0700,1400
Kitchen Sanitarium,AU,1,0700,1400
Kitchen Sanitarium,AU,2,0700,1400
Kitchen Sanitarium,AU,3,0700,1400
Kitchen Sanitarium,AU,4,0700,1400
Kokoro Bistro,AU,1,1100,2200
Kokoro Bistro,AU,2,1100,2200
Kokoro Bistro,AU,3,1100,2200
Kokoro Bistro,AU,4,1100,2200
Kokoro Bistro,AU,5,1100,2200
Kokoro Bistro,AU,6,1100,2200
Korean Burger,AU,0,1100,0000
Korean Burger,AU,1,1100,0000
Korean Burger,AU,2,1100,0000
Korean Burger,AU,3,1100,0000
Korean Burger,AU,4,1200,0100
Korean Burger,AU,5,1200,0100
Korean Burger,AU,6,1200,0100
La Dolce Vita,AU,0,0700,1700
La Dolce Vita,AU,1,0700,1700
La Dolce Vita,AU,2,0700,1700
La Dolce Vita,AU,3,0700,1700
La Dolce Vita,AU,4,0700,1700
Le Bon Choix,AU,0,0700,1800
Le Bon Choix,AU,1,0700,1800
Le Bon Choix,AU,2,0700,1800
Le Bon Choix,AU,3,0700,1800
Le Bon Choix,AU,4,0700,1800
Le Bon Choix,AU,5,0700,1700
Le Bon Choix,AU,6,0700,1700
Little Saigon Grill,AU,0,0800,1600
Little Saigon Grill,AU,1,0800,1600
Little Saigon Grill,AU,2,0800,1600
Little Saigon Grill,AU,3,0800,1600
Little Saigon Grill,AU,4,0800,2130
Little Singapore,AU,0,1100,2200
Little Singapore,AU,1,1100,2200
Little Singapore,AU,2,1100,2200
Little Singapore,AU,3,1100,2200
Little Singapore,AU,4,1100,2230
Little Singapore,AU,5,1100,2230
Little Singapore,AU,6,1100,2200
Little Singapore,AU,0,1100,2100
Little Singapore,AU,1,1100,2100
Little Singapore,AU,2,1100,2100
Little Singapore,AU,3,1100,2100
Little Singapore,AU,4,1100,2300
Little Singapore,AU,5,1100,2200
Little Singapore,AU,6,1100,2100
Locavore Cafe,AU,0,0530,1500
Locavore Cafe,AU,1,0530,1500
Locavore Cafe,AU,2,0530,1500
Locavore Cafe,AU,3,0530,1500
Locavore Cafe,AU,4,0530,1500
Locavore Cafe,AU,5,0700,1400
Locavore Cafe,AU,6,0700,1400
LR Sushi,AU,0,0900,1730
LR Sushi,AU,1,0900,1730
LR Sushi,AU,2,0900,1730
LR Sushi,AU,3,0900,1730
LR Sushi,AU,4,0900,2100
LR Sushi,AU,5,0900,1700
LR Sushi,AU,6,1030,1600
Lutèce Bistro & Wine Bar,AU,1,1130,1430
Lutèce Bistro & Wine Bar,AU,1,1800,2200
Lutèce Bistro & Wine Bar,AU,2,1130,1430
Lutèce Bistro & Wine Bar,AU,2,1800,2200
Lutèce Bistro & Wine Bar,AU,3,1130,1430
Lutèce Bistro & Wine Bar,AU,3,1800,2200
Lutèce Bistro & Wine Bar,AU,4,1130,1430
Lutèce Bistro & Wine Bar,AU,4,1800,2200
Lutèce Bistro & Wine Bar,AU,5,1130,1430
Lutèce Bistro & Wine Bar,AU,5,1800,2200
Lutèce Bistro & Wine Bar,AU,6,1000,1500
Lutèce Bistro & Wine Bar,AU,6,1800,2200
Marchetti Cafe,AU,0,0700,1600
Marchetti Cafe,AU,1,0700,1600
Marchetti Cafe,AU,2,0700,1600
Marchetti Cafe,AU,3,0700,1600
Marchetti Cafe,AU,4,0700,2100
Marchetti Cafe,AU,5,0830,1500
Masala Art,AU,0,1000,2100
Masala Art,AU,1,1000,2100
Masala Art,AU,2,1000,2100
Masala Art,AU,3,1000,2100
Masala Art,AU,4,1000,2100
Masala Art,AU,5,1200,2000
Masala Art,AU,6,1200,2000
Melbourne Street Wine & Tapas Bar,AU,1,1000,1200
Melbourne Street Wine & Tapas Bar,AU,2,1000,1200
Melbourne Street Wine & Tapas Bar,AU,3,1000,1200
Melbourne Street Wine & Tapas Bar,AU,4,1000,1200
Melbourne Street Wine & Tapas Bar,AU,5,1000,1200
Melbourne Street Wine & Tapas Bar,AU,6,1000,1200
Mick O'Malleys Irish Pub,AU,0,1000,0000
Mick O'Malleys Irish Pub,AU,1,1000,0000
