id,city,county,day,start,end,overnight
alpha-restaurant-sydney,Sydney,AU,0,0730,1030,False
alpha-restaurant-sydney,Sydney,AU,0,1200,2300,False
alpha-restaurant-sydney,Sydney,AU,1,0730,1030,False
alpha-restaurant-sydney,Sydney,AU,1,1200,2300,False
alpha-restaurant-sydney,Sydney,AU,2,0730,1030,False
alpha-restaurant-sydney,Sydney,AU,2,1200,2300,False
alpha-restaurant-sydney,Sydney,AU,3,0730,1030,False
alpha-restaurant-sydney,Sydney,AU,3,1200,2300,False
alpha-restaurant-sydney,Sydney,AU,4,0730,1030,False
alpha-restaurant-sydney,Sydney,AU,4,1200,2300,False
alpha-restaurant-sydney,Sydney,AU,5,1200,2300,False
alpha-restaurant-sydney,Sydney,AU,6,1200,2300,False
ambar-sydney,Sydney,AU,0,0700,2000,False
ambar-sydney,Sydney,AU,1,0700,2000,False
ambar-sydney,Sydney,AU,2,0700,2000,False
ambar-sydney,Sydney,AU,3,0700,2300,False
ambar-sydney,Sydney,AU,4,0700,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,0,1200,1430,False
aria-restaurant-sydney-sydney,Sydney,AU,0,1730,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,1,1200,1430,False
aria-restaurant-sydney-sydney,Sydney,AU,1,1730,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,2,1200,1430,False
aria-restaurant-sydney-sydney,Sydney,AU,2,1730,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,3,1200,1430,False
aria-restaurant-sydney-sydney,Sydney,AU,3,1730,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,4,1200,1430,False
aria-restaurant-sydney-sydney,Sydney,AU,4,1730,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,5,1700,2300,False
aria-restaurant-sydney-sydney,Sydney,AU,6,1800,2200,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,0,0700,1100,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,0,1200,1500,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,0,1730,2230,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,1,0700,1100,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,1,1200,1500,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,1,1730,2230,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,2,0700,1100,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,2,1200,1500,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,2,1730,2230,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,3,0700,1100,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,3,1200,1500,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,3,1730,2230,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,4,0700,1100,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,4,1200,1500,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,4,1730,2230,False
bambini-trust-cafe-and-wine-room-sydney,Sydney,AU,5,1730,2230,False
bang-street-food-sydney,Sydney,AU,1,1800,0000,False
bang-street-food-sydney,Sydney,AU,2,1800,0000,False
bang-street-food-sydney,Sydney,AU,3,1800,0000,False
bang-street-food-sydney,Sydney,AU,4,1200,0000,False
bang-street-food-sydney,Sydney,AU,5,1200,0000,False
bar-tapavino-sydney,Sydney,AU,0,1200,2330,False
bar-tapavino-sydney,Sydney,AU,1,1200,2330,False
bar-tapavino-sydney,Sydney,AU,2,1200,2330,False
bar-tapavino-sydney,Sydney,AU,3,1200,2330,False
bar-tapavino-sydney,Sydney,AU,4,1200,2330,False
bar-tapavino-sydney,Sydney,AU,5,1700,2330,False
barista-and-cook-sydney,Sydney,AU,0,0600,1600,False
barista-and-cook-sydney,Sydney,AU,1,0600,1600,False
barista-and-cook-sydney,Sydney,AU,2,0600,1600,False
barista-and-cook-sydney,Sydney,AU,3,0600,1600,False
barista-and-cook-sydney,Sydney,AU,4,0600,1600,False
barista-and-cook-sydney,Sydney,AU,5,0800,1500,False
barista-and-cook-sydney,Sydney,AU,6,0800,1500,False
barrio-cellar-sydney,Sydney,AU,0,1600,2300,False
barrio-cellar-sydney,Sydney,AU,1,1600,2300,False
barrio-cellar-sydney,Sydney,AU,2,1200,0000,False
barrio-cellar-sydney,Sydney,AU,3,1200,0100,True
barrio-cellar-sydney,Sydney,AU,4,1200,0300,True
barrio-cellar-sydney,Sydney,AU,5,1700,0300,True
belly-bao-sydney,Sydney,AU,2,1700,2200,False
belly-bao-sydney,Sydney,AU,3,1700,2200,False
belly-bao-sydney,Sydney,AU,4,1700,2200,False
belly-bao-sydney,Sydney,AU,5,1800,2200,False
bennelong-sydney-2,Sydney,AU,0,1730,2200,False
bennelong-sydney-2,Sydney,AU,1,1730,2200,False
bennelong-sydney-2,Sydney,AU,2,1730,2200,False
bennelong-sydney-2,Sydney,AU,3,1200,1400,False
bennelong-sydney-2,Sydney,AU,3,1730,2230,False
bennelong-sydney-2,Sydney,AU,4,1200,1400,False
bennelong-sydney-2,Sydney,AU,4,1730,2200,False
bennelong-sydney-2,Sydney,AU,5,1200,1400,False
bennelong-sydney-2,Sydney,AU,5,1730,2200,False
bennelong-sydney-2,Sydney,AU,6,1200,1400,False
bennelong-sydney-2,Sydney,AU,6,1730,2200,False
berta-sydney,Sydney,AU,0,1800,2300,False
berta-sydney,Sydney,AU,1,1800,2300,False
berta-sydney,Sydney,AU,2,1800,2300,False
berta-sydney,Sydney,AU,3,1200,2300,False
berta-sydney,Sydney,AU,4,1200,2300,False
berta-sydney,Sydney,AU,5,1800,2300,False
black-bar-and-grill-sydney,Sydney,AU,1,1730,2130,False
black-bar-and-grill-sydney,Sydney,AU,2,1730,2130,False
black-bar-and-grill-sydney,Sydney,AU,3,1730,2130,False
black-bar-and-grill-sydney,Sydney,AU,4,1200,1430,False
black-bar-and-grill-sydney,Sydney,AU,4,1730,2200,False
black-bar-and-grill-sydney,Sydney,AU,5,1200,1430,False
black-bar-and-grill-sydney,Sydney,AU,5,1730,2200,False
black-bar-and-grill-sydney,Sydney,AU,6,1200,1430,False
black-bar-and-grill-sydney,Sydney,AU,6,1730,2130,False
blackbird-and-co-cafe-sydney,Sydney,AU,0,0700,1600,False
blackbird-and-co-cafe-sydney,Sydney,AU,1,0700,1600,False
blackbird-and-co-cafe-sydney,Sydney,AU,2,0700,1600,False
blackbird-and-co-cafe-sydney,Sydney,AU,3,0700,1600,False
blackbird-and-co-cafe-sydney,Sydney,AU,4,0700,1600,False
blackbird-and-co-cafe-sydney,Sydney,AU,5,0700,1600,False
blackbird-and-co-cafe-sydney,Sydney,AU,6,0700,1600,False
blaq-piq-sydney,Sydney,AU,0,0700,1600,False
blaq-piq-sydney,Sydney,AU,1,0700,1600,False
blaq-piq-sydney,Sydney,AU,2,0700,1600,False
blaq-piq-sydney,Sydney,AU,3,0700,1600,False
blaq-piq-sydney,Sydney,AU,4,0700,1600,False
blaq-piq-sydney,Sydney,AU,5,0800,1400,False
bodhi-bar-sydney-2,Sydney,AU,0,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,1,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,1,1700,2200,False
bodhi-bar-sydney-2,Sydney,AU,2,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,2,1700,2200,False
bodhi-bar-sydney-2,Sydney,AU,3,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,3,1700,2200,False
bodhi-bar-sydney-2,Sydney,AU,4,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,4,1700,2200,False
bodhi-bar-sydney-2,Sydney,AU,5,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,5,1700,2200,False
bodhi-bar-sydney-2,Sydney,AU,6,1100,1600,False
bodhi-bar-sydney-2,Sydney,AU,6,1700,2200,False
braza-churrascaria-sydney,Sydney,AU,0,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,0,1700,2330,False
braza-churrascaria-sydney,Sydney,AU,1,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,1,1700,2330,False
braza-churrascaria-sydney,Sydney,AU,2,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,2,1700,2330,False
braza-churrascaria-sydney,Sydney,AU,3,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,3,1700,2330,False
braza-churrascaria-sydney,Sydney,AU,4,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,4,1700,2330,False
braza-churrascaria-sydney,Sydney,AU,5,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,5,1700,2330,False
braza-churrascaria-sydney,Sydney,AU,6,1200,1530,False
braza-churrascaria-sydney,Sydney,AU,6,1700,2330,False
burger-project-sydney,Sydney,AU,0,1100,2100,False
burger-project-sydney,Sydney,AU,1,1100,2100,False
burger-project-sydney,Sydney,AU,2,1100,2100,False
burger-project-sydney,Sydney,AU,3,1100,2100,False
burger-project-sydney,Sydney,AU,4,1100,2100,False
burger-project-sydney,Sydney,AU,5,1100,2100,False
burger-project-sydney,Sydney,AU,6,1100,2100,False
celsius-coffee-co-sydney,Sydney,AU,0,0730,1430,False
celsius-coffee-co-sydney,Sydney,AU,1,0730,1430,False
celsius-coffee-co-sydney,Sydney,AU,2,0730,1430,False
celsius-coffee-co-sydney,Sydney,AU,3,0730,1430,False
celsius-coffee-co-sydney,Sydney,AU,4,0730,1430,False
celsius-coffee-co-sydney,Sydney,AU,5,0800,1500,False
celsius-coffee-co-sydney,Sydney,AU,6,0800,1500,False
chat-thai-sydney-5,Sydney,AU,0,1000,0200,True
chat-thai-sydney-5,Sydney,AU,1,1000,0200,True
chat-thai-sydney-5,Sydney,AU,2,1000,0200,True
chat-thai-sydney-5,Sydney,AU,3,1000,0200,True
chat-thai-sydney-5,Sydney,AU,4,1000,0200,True
chat-thai-sydney-5,Sydney,AU,5,1000,0200,True
chat-thai-sydney-5,Sydney,AU,6,1000,0200,True
chefs-gallery-townhall-sydney,Sydney,AU,0,1130,1500,False
chefs-gallery-townhall-sydney,Sydney,AU,0,1730,2200,False
chefs-gallery-townhall-sydney,Sydney,AU,1,1130,1500,False
chefs-gallery-townhall-sydney,Sydney,AU,1,1730,2200,False
chefs-gallery-townhall-sydney,Sydney,AU,2,1130,1500,False
chefs-gallery-townhall-sydney,Sydney,AU,2,1730,2200,False
chefs-gallery-townhall-sydney,Sydney,AU,3,1130,1500,False
chefs-gallery-townhall-sydney,Sydney,AU,3,1730,2230,False
chefs-gallery-townhall-sydney,Sydney,AU,4,1130,1500,False
chefs-gallery-townhall-sydney,Sydney,AU,4,1730,2230,False
chefs-gallery-townhall-sydney,Sydney,AU,5,1130,2230,False
chefs-gallery-townhall-sydney,Sydney,AU,6,1130,2200,False
chilli-cha-cha-sydney,Sydney,AU,0,1100,2330,False
chilli-cha-cha-sydney,Sydney,AU,1,1100,2330,False
chilli-cha-cha-sydney,Sydney,AU,2,1100,2330,False
chilli-cha-cha-sydney,Sydney,AU,3,1100,2330,False
chilli-cha-cha-sydney,Sydney,AU,4,1100,2330,False
chilli-cha-cha-sydney,Sydney,AU,5,1100,2330,False
chilli-cha-cha-sydney,Sydney,AU,6,1100,2330,False
chinese-noodle-restaurant-sydney,Sydney,AU,0,1000,2200,False
chinese-noodle-restaurant-sydney,Sydney,AU,1,1000,2200,False
chinese-noodle-restaurant-sydney,Sydney,AU,2,1000,2200,False
chinese-noodle-restaurant-sydney,Sydney,AU,3,1000,2200,False
chinese-noodle-restaurant-sydney,Sydney,AU,4,1000,2200,False
chinese-noodle-restaurant-sydney,Sydney,AU,5,1000,2200,False
chinese-noodle-restaurant-sydney,Sydney,AU,6,1000,2200,False
chophouse-sydney,Sydney,AU,0,1200,2300,False
chophouse-sydney,Sydney,AU,1,1200,2300,False
chophouse-sydney,Sydney,AU,2,1200,2300,False
chophouse-sydney,Sydney,AU,3,1200,2300,False
chophouse-sydney,Sydney,AU,4,1200,2300,False
chophouse-sydney,Sydney,AU,5,1800,2300,False
condor-japanese-noodle-restaurant-sydney,Sydney,AU,0,1130,2200,False
condor-japanese-noodle-restaurant-sydney,Sydney,AU,1,1130,2200,False
condor-japanese-noodle-restaurant-sydney,Sydney,AU,2,1130,2200,False
condor-japanese-noodle-restaurant-sydney,Sydney,AU,3,1130,2200,False
condor-japanese-noodle-restaurant-sydney,Sydney,AU,4,1130,2200,False
condor-japanese-noodle-restaurant-sydney,Sydney,AU,6,1130,2130,False
contrabando-sydney,Sydney,AU,0,1200,1500,False
contrabando-sydney,Sydney,AU,1,1200,2230,False
contrabando-sydney,Sydney,AU,2,1200,2230,False
contrabando-sydney,Sydney,AU,3,1200,2230,False
contrabando-sydney,Sydney,AU,4,1200,2230,False
d-and-b-dumplings-and-beer-sydney-2,Sydney,AU,1,1200,2200,False
d-and-b-dumplings-and-beer-sydney-2,Sydney,AU,2,1200,2200,False
d-and-b-dumplings-and-beer-sydney-2,Sydney,AU,3,1200,2200,False
d-and-b-dumplings-and-beer-sydney-2,Sydney,AU,4,1200,2200,False
d-and-b-dumplings-and-beer-sydney-2,Sydney,AU,5,1200,2200,False
d-and-b-dumplings-and-beer-sydney-2,Sydney,AU,6,1200,2200,False
dae-jang-kum-korean-bbq-sydney,Sydney,AU,0,1100,0400,True
dae-jang-kum-korean-bbq-sydney,Sydney,AU,1,1100,0400,True
dae-jang-kum-korean-bbq-sydney,Sydney,AU,2,1100,0400,True
dae-jang-kum-korean-bbq-sydney,Sydney,AU,3,1100,0400,True
dae-jang-kum-korean-bbq-sydney,Sydney,AU,4,1100,0530,True
dae-jang-kum-korean-bbq-sydney,Sydney,AU,5,1100,0530,True
dae-jang-kum-korean-bbq-sydney,Sydney,AU,6,1100,0200,True
din-tai-fung-dumpling-bar-sydney,Sydney,AU,0,0930,1830,False
din-tai-fung-dumpling-bar-sydney,Sydney,AU,1,0930,1830,False
din-tai-fung-dumpling-bar-sydney,Sydney,AU,2,0930,1830,False
din-tai-fung-dumpling-bar-sydney,Sydney,AU,3,0930,2100,False
din-tai-fung-dumpling-bar-sydney,Sydney,AU,4,0930,2100,False
din-tai-fung-dumpling-bar-sydney,Sydney,AU,5,0930,2100,False
din-tai-fung-dumpling-bar-sydney,Sydney,AU,6,0930,1830,False
din-tai-fung-sydney-5,Sydney,AU,0,1130,1430,False
din-tai-fung-sydney-5,Sydney,AU,0,1730,2100,False
din-tai-fung-sydney-5,Sydney,AU,1,1130,1430,False
din-tai-fung-sydney-5,Sydney,AU,1,1730,2100,False
din-tai-fung-sydney-5,Sydney,AU,2,1130,1430,False
din-tai-fung-sydney-5,Sydney,AU,2,1730,2100,False
din-tai-fung-sydney-5,Sydney,AU,3,1130,1430,False
din-tai-fung-sydney-5,Sydney,AU,3,1700,2130,False
din-tai-fung-sydney-5,Sydney,AU,4,1130,1430,False
din-tai-fung-sydney-5,Sydney,AU,4,1700,2130,False
din-tai-fung-sydney-5,Sydney,AU,5,1100,1500,False
din-tai-fung-sydney-5,Sydney,AU,5,1700,2130,False
din-tai-fung-sydney-5,Sydney,AU,6,1100,1500,False
din-tai-fung-sydney-5,Sydney,AU,6,1700,2100,False
drunken-rice-sydney,Sydney,AU,0,0900,0200,True
drunken-rice-sydney,Sydney,AU,1,0900,0200,True
drunken-rice-sydney,Sydney,AU,2,0900,0200,True
drunken-rice-sydney,Sydney,AU,3,0900,0200,True
drunken-rice-sydney,Sydney,AU,4,0900,0200,True
drunken-rice-sydney,Sydney,AU,5,0900,0200,True
drunken-rice-sydney,Sydney,AU,6,0900,0200,True
dumpling-avenue-sydney,Sydney,AU,0,1100,2000,False
dumpling-avenue-sydney,Sydney,AU,1,1100,2000,False
dumpling-avenue-sydney,Sydney,AU,2,1100,2000,False
dumpling-avenue-sydney,Sydney,AU,3,1100,2000,False
dumpling-avenue-sydney,Sydney,AU,4,1100,2000,False
dumpling-avenue-sydney,Sydney,AU,5,1100,1900,False
encasa-sydney,Sydney,AU,0,1200,1400,False
encasa-sydney,Sydney,AU,0,1730,2300,False
encasa-sydney,Sydney,AU,1,1200,1400,False
encasa-sydney,Sydney,AU,1,1730,2300,False
encasa-sydney,Sydney,AU,2,1200,1400,False
encasa-sydney,Sydney,AU,2,1730,2300,False
encasa-sydney,Sydney,AU,3,1200,1400,False
encasa-sydney,Sydney,AU,3,1730,2300,False
encasa-sydney,Sydney,AU,4,1200,1400,False
encasa-sydney,Sydney,AU,4,1730,2300,False
encasa-sydney,Sydney,AU,5,1200,2300,False
est-sydney,Sydney,AU,0,1200,1500,False
est-sydney,Sydney,AU,0,1800,2230,False
est-sydney,Sydney,AU,1,1200,1500,False
est-sydney,Sydney,AU,1,1800,2230,False
est-sydney,Sydney,AU,2,1200,1500,False
est-sydney,Sydney,AU,2,1800,2230,False
est-sydney,Sydney,AU,3,1200,1500,False
est-sydney,Sydney,AU,3,1800,2230,False
est-sydney,Sydney,AU,4,1200,1500,False
est-sydney,Sydney,AU,4,1800,2230,False
est-sydney,Sydney,AU,5,1800,2230,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,0,1200,1430,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,1,1200,1430,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,2,1200,1430,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,3,1200,1430,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,4,1200,1430,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,5,1200,1430,False
feast-restaurant-sheraton-on-the-park-sydney,Sydney,AU,6,1200,1430,False
felix-bistro-and-bar-sydney,Sydney,AU,0,1200,1500,False
felix-bistro-and-bar-sydney,Sydney,AU,0,1730,2230,False
felix-bistro-and-bar-sydney,Sydney,AU,1,1200,1500,False
felix-bistro-and-bar-sydney,Sydney,AU,1,1730,2230,False
felix-bistro-and-bar-sydney,Sydney,AU,2,1200,1500,False
felix-bistro-and-bar-sydney,Sydney,AU,2,1730,2230,False
felix-bistro-and-bar-sydney,Sydney,AU,3,1200,1500,False
felix-bistro-and-bar-sydney,Sydney,AU,3,1730,2230,False
felix-bistro-and-bar-sydney,Sydney,AU,4,1200,1500,False
felix-bistro-and-bar-sydney,Sydney,AU,4,1730,2230,False
felix-bistro-and-bar-sydney,Sydney,AU,5,1730,2230,False
felix-bistro-and-bar-sydney,Sydney,AU,6,1200,1500,False
felix-bistro-and-bar-sydney,Sydney,AU,6,1730,2130,False
fish-at-the-rocks-sydney,Sydney,AU,0,1200,1430,False
fish-at-the-rocks-sydney,Sydney,AU,0,1800,2130,False
fish-at-the-rocks-sydney,Sydney,AU,1,1200,1430,False
fish-at-the-rocks-sydney,Sydney,AU,1,1800,2130,False
fish-at-the-rocks-sydney,Sydney,AU,2,1200,1430,False
fish-at-the-rocks-sydney,Sydney,AU,2,1800,2130,False
fish-at-the-rocks-sydney,Sydney,AU,3,1200,1430,False
fish-at-the-rocks-sydney,Sydney,AU,3,1800,2130,False
fish-at-the-rocks-sydney,Sydney,AU,4,1200,1430,False
fish-at-the-rocks-sydney,Sydney,AU,4,1800,2130,False
fish-at-the-rocks-sydney,Sydney,AU,5,1800,2130,False
fix-wine-bar-restaurant-sydney,Sydney,AU,0,1200,1530,False
fix-wine-bar-restaurant-sydney,Sydney,AU,0,1730,2100,False
fix-wine-bar-restaurant-sydney,Sydney,AU,1,1200,1530,False
fix-wine-bar-restaurant-sydney,Sydney,AU,1,1730,2100,False
fix-wine-bar-restaurant-sydney,Sydney,AU,2,1200,1530,False
fix-wine-bar-restaurant-sydney,Sydney,AU,2,1730,2100,False
fix-wine-bar-restaurant-sydney,Sydney,AU,3,1200,1530,False
fix-wine-bar-restaurant-sydney,Sydney,AU,3,1730,2130,False
fix-wine-bar-restaurant-sydney,Sydney,AU,4,1200,1530,False
fix-wine-bar-restaurant-sydney,Sydney,AU,4,1730,2200,False
food-on-five-food-court-sydney,Sydney,AU,0,0930,1830,False
food-on-five-food-court-sydney,Sydney,AU,1,0930,1830,False
food-on-five-food-court-sydney,Sydney,AU,2,0930,1830,False
food-on-five-food-court-sydney,Sydney,AU,3,0930,2100,False
food-on-five-food-court-sydney,Sydney,AU,4,0930,2100,False
food-on-five-food-court-sydney,Sydney,AU,5,0930,2100,False
food-on-five-food-court-sydney,Sydney,AU,6,0930,1830,False
frankies-pizza-sydney,Sydney,AU,0,1200,0300,True
frankies-pizza-sydney,Sydney,AU,1,1200,0300,True
frankies-pizza-sydney,Sydney,AU,2,1200,0300,True
frankies-pizza-sydney,Sydney,AU,3,1200,0300,True
frankies-pizza-sydney,Sydney,AU,4,1200,0300,True
frankies-pizza-sydney,Sydney,AU,5,1600,0300,True
frankies-pizza-sydney,Sydney,AU,6,1600,0300,True
friggitoria-sydney,Sydney,AU,0,1200,2200,False
friggitoria-sydney,Sydney,AU,1,1200,2200,False
friggitoria-sydney,Sydney,AU,2,1200,2200,False
friggitoria-sydney,Sydney,AU,3,1200,2200,False
friggitoria-sydney,Sydney,AU,4,1200,2300,False
friggitoria-sydney,Sydney,AU,5,1300,2300,False
georges-sydney-2,Sydney,AU,0,1200,1600,False
georges-sydney-2,Sydney,AU,0,1800,0000,False
georges-sydney-2,Sydney,AU,1,1200,1600,False
georges-sydney-2,Sydney,AU,1,1800,0000,False
georges-sydney-2,Sydney,AU,2,1200,1600,False
georges-sydney-2,Sydney,AU,2,1800,2230,False
georges-sydney-2,Sydney,AU,3,1200,1700,False
georges-sydney-2,Sydney,AU,3,1800,2300,False
georges-sydney-2,Sydney,AU,4,1200,1700,False
georges-sydney-2,Sydney,AU,4,1800,2300,False
georges-sydney-2,Sydney,AU,5,1200,2300,False
georges-sydney-2,Sydney,AU,6,1200,2200,False
glider-sydney,Sydney,AU,0,0800,1900,False
glider-sydney,Sydney,AU,1,0800,1900,False
glider-sydney,Sydney,AU,2,0800,1900,False
glider-sydney,Sydney,AU,3,0800,1900,False
glider-sydney,Sydney,AU,4,0800,1900,False
glider-sydney,Sydney,AU,5,0800,1900,False
glider-sydney,Sydney,AU,6,0800,1900,False
gojima-sydney,Sydney,AU,0,1130,2200,False
gojima-sydney,Sydney,AU,1,1130,2200,False
gojima-sydney,Sydney,AU,2,1130,2200,False
gojima-sydney,Sydney,AU,3,1130,2200,False
gojima-sydney,Sydney,AU,4,1130,2300,False
gojima-sydney,Sydney,AU,5,1130,2300,False
gojima-sydney,Sydney,AU,6,1130,2100,False
gowings-bar-and-grill-sydney,Sydney,AU,0,0630,2200,False
gowings-bar-and-grill-sydney,Sydney,AU,1,0630,2200,False
gowings-bar-and-grill-sydney,Sydney,AU,2,0630,2200,False
gowings-bar-and-grill-sydney,Sydney,AU,3,0630,2200,False
gowings-bar-and-grill-sydney,Sydney,AU,4,0630,2200,False
gowings-bar-and-grill-sydney,Sydney,AU,5,0630,2200,False
gowings-bar-and-grill-sydney,Sydney,AU,6,0630,2200,False
green-peppercorn-sydney-2,Sydney,AU,0,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,0,1700,2200,False
green-peppercorn-sydney-2,Sydney,AU,1,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,1,1700,2200,False
green-peppercorn-sydney-2,Sydney,AU,2,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,2,1700,2200,False
green-peppercorn-sydney-2,Sydney,AU,3,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,3,1700,2300,False
green-peppercorn-sydney-2,Sydney,AU,4,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,4,1700,2300,False
green-peppercorn-sydney-2,Sydney,AU,5,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,5,1700,2300,False
green-peppercorn-sydney-2,Sydney,AU,6,1200,1500,False
green-peppercorn-sydney-2,Sydney,AU,6,1700,2200,False
grilld-healthy-burgers-sydney,Sydney,AU,0,1100,2100,False
grilld-healthy-burgers-sydney,Sydney,AU,1,1100,2100,False
grilld-healthy-burgers-sydney,Sydney,AU,2,1100,2200,False
grilld-healthy-burgers-sydney,Sydney,AU,3,1100,2200,False
grilld-healthy-burgers-sydney,Sydney,AU,4,1100,2200,False
grilld-healthy-burgers-sydney,Sydney,AU,5,1100,2200,False
grilld-healthy-burgers-sydney,Sydney,AU,6,1100,2200,False
hacienda-sydney-sydney,Sydney,AU,0,1200,2230,False
hacienda-sydney-sydney,Sydney,AU,1,1200,2230,False
hacienda-sydney-sydney,Sydney,AU,2,1200,2230,False
hacienda-sydney-sydney,Sydney,AU,3,1200,2230,False
hacienda-sydney-sydney,Sydney,AU,4,1200,0000,False
hacienda-sydney-sydney,Sydney,AU,5,1200,0000,False
hacienda-sydney-sydney,Sydney,AU,6,1200,2230,False
hakata-maru-ramen-sydney,Sydney,AU,0,1100,1930,False
hakata-maru-ramen-sydney,Sydney,AU,1,1100,1930,False
hakata-maru-ramen-sydney,Sydney,AU,2,1100,1930,False
hakata-maru-ramen-sydney,Sydney,AU,3,1100,1930,False
hakata-maru-ramen-sydney,Sydney,AU,4,1100,1930,False
hakata-maru-ramen-sydney,Sydney,AU,5,1100,1930,False
hakata-maru-ramen-sydney,Sydney,AU,6,1100,1930,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,0,1000,2100,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,1,1000,2100,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,2,1000,2100,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,3,1000,2100,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,4,1000,2100,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,5,1000,2100,False
happy-chef-seafood-and-noodles-restaurant-sydney-2,Sydney,AU,6,1000,2100,False
haris-vegetarian-sydney,Sydney,AU,0,1100,2100,False
haris-vegetarian-sydney,Sydney,AU,1,1100,2100,False
haris-vegetarian-sydney,Sydney,AU,2,1100,2100,False
haris-vegetarian-sydney,Sydney,AU,3,1100,2100,False
haris-vegetarian-sydney,Sydney,AU,4,1100,2100,False
haris-vegetarian-sydney,Sydney,AU,5,1100,2100,False
hawker-sydney,Sydney,AU,0,1130,1430,False
hawker-sydney,Sydney,AU,0,1730,2130,False
hawker-sydney,Sydney,AU,1,1130,1430,False
hawker-sydney,Sydney,AU,1,1730,2130,False
hawker-sydney,Sydney,AU,2,1130,1430,False
hawker-sydney,Sydney,AU,2,1730,2130,False
hawker-sydney,Sydney,AU,3,1130,1430,False
hawker-sydney,Sydney,AU,3,1730,2130,False
hawker-sydney,Sydney,AU,4,1130,1430,False
hawker-sydney,Sydney,AU,4,1730,0000,False
hawker-sydney,Sydney,AU,5,1130,1430,False
hawker-sydney,Sydney,AU,5,1730,0000,False
hawker-sydney,Sydney,AU,6,1130,1430,False
hawker-sydney,Sydney,AU,6,1730,2130,False
hole-in-the-wall-sandwich-factory-sydney,Sydney,AU,0,0700,1600,False
hole-in-the-wall-sandwich-factory-sydney,Sydney,AU,1,0700,1600,False
hole-in-the-wall-sandwich-factory-sydney,Sydney,AU,2,0700,1600,False
hole-in-the-wall-sandwich-factory-sydney,Sydney,AU,3,0700,1600,False
hole-in-the-wall-sandwich-factory-sydney,Sydney,AU,4,0700,1600,False
holy-basil-sydney,Sydney,AU,0,1200,1500,False
holy-basil-sydney,Sydney,AU,0,1700,2300,False
holy-basil-sydney,Sydney,AU,1,1200,1500,False
holy-basil-sydney,Sydney,AU,1,1700,2300,False
holy-basil-sydney,Sydney,AU,2,1200,1500,False
holy-basil-sydney,Sydney,AU,2,1700,2300,False
holy-basil-sydney,Sydney,AU,3,1200,1500,False
holy-basil-sydney,Sydney,AU,3,1700,2300,False
