,Title,Awards,Wins,Nominations,Bafta_Nominations,Oscar_Nominations,Prime_Nominations,Golden_Globe_Nominations,Bafta_Wins,Oscar_Wins,Prime_Wins,Golden_Globe_Wins
4432,3 Minutes to Stardom,,0,0,0,0,0,0,0,0,0,0
4433,Agony,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
4434,The Things We Do for Love,,0,0,0,0,0,0,0,0,0,0
4435,@TheBar,,0,0,0,0,0,0,0,0,0,0
4436,Ramsay Behind Bars,,0,0,0,0,0,0,0,0,0,0
4437,Adam,,0,0,0,0,0,0,0,0,0,0
4438,Acting for Action with Sung Kang,,0,0,0,0,0,0,0,0,0,0
4439,A Word from Our Sponsors,,0,0,0,0,0,0,0,0,0,0
4440,3SG: The Webseries,,0,0,0,0,0,0,0,0,0,0
4441,Colorado,,0,0,0,0,0,0,0,0,0,0
4442,Random,,0,0,0,0,0,0,0,0,0,0
4443,A-Channel,,0,0,0,0,0,0,0,0,0,0
4444,A-channeru,,0,0,0,0,0,0,0,0,0,0
4445,Allenby St.,3 nominations.,0,3,0,0,0,0,0,0,0,0
4446,Man Up,,0,0,0,0,0,0,0,0,0,0
4447,ABC News Election Night 2012,,0,0,0,0,0,0,0,0,0,0
4448,Himalayan Gold Rush,,0,0,0,0,0,0,0,0,0,0
4449,Jackie,,0,0,0,0,0,0,0,0,0,0
4450,25 and Married,,0,0,0,0,0,0,0,0,0,0
4451,Vision Quest,,0,0,0,0,0,0,0,0,0,0
4452,1337 Lounge Live,,0,0,0,0,0,0,0,0,0,0
4453,Suffering in Silence,,0,0,0,0,0,0,0,0,0,0
4454,Remember the Maine,,0,0,0,0,0,0,0,0,0,0
4455,All New New Year,,0,0,0,0,0,0,0,0,0,0
4456,Adult Insider,,0,0,0,0,0,0,0,0,0,0
4457,Holiday Sugar Rush,,0,0,0,0,0,0,0,0,0,0
4458,Abandoned,,0,0,0,0,0,0,0,0,0,0
4459,60m2,,0,0,0,0,0,0,0,0,0,0
4460,2 Lives: 2 Miles Apart,,0,0,0,0,0,0,0,0,0,0
4461,De Overname,,0,0,0,0,0,0,0,0,0,0
4462,ABBA: Dancing Queen,,0,0,0,0,0,0,0,0,0,0
4463,All Girls Garage,,0,0,0,0,0,0,0,0,0,0
4464,Los Angeles,,0,0,0,0,0,0,0,0,0,0
4465,Aida,,0,0,0,0,0,0,0,0,0,0
4466,Alan Doyle Live at Revival,,0,0,0,0,0,0,0,0,0,0
4467,Between the Sheets,,0,0,0,0,0,0,0,0,0,0
4468,Pool,,0,0,0,0,0,0,0,0,0,0
4469,Colin James Set List,,0,0,0,0,0,0,0,0,0,0
4470,Fifteen,,0,0,0,0,0,0,0,0,0,0
4471,Temptation,,0,0,0,0,0,0,0,0,0,0
4472,4 Ambientes,,0,0,0,0,0,0,0,0,0,0
4473,6 passi nel giallo,1 nomination.,0,1,0,0,0,0,0,0,0,0
4474,Alcatel One Touch 908,,0,0,0,0,0,0,0,0,0,0
4475,Snow,,0,0,0,0,0,0,0,0,0,0
4476,Dance for Your Life; Puny Human,,0,0,0,0,0,0,0,0,0,0
4477,7 Minutes in Heaven,,0,0,0,0,0,0,0,0,0,0
4478,Alaska Fish Wars,,0,0,0,0,0,0,0,0,0,0
4479,Tipping Point,,0,0,0,0,0,0,0,0,0,0
4480,Shrek 5: Donkeyface Killer,,0,0,0,0,0,0,0,0,0,0
4481,Intervention,,0,0,0,0,0,0,0,0,0,0
4482,4X (Non-verbal),,0,0,0,0,0,0,0,0,0,0
4483,Fish Out of Water: The Wallowing Pool,,0,0,0,0,0,0,0,0,0,0
4484,Carousel Horse Race,,0,0,0,0,0,0,0,0,0,0
4485,+Utilities,,0,0,0,0,0,0,0,0,0,0
4486,Discovery,,0,0,0,0,0,0,0,0,0,0
4487,Absolute X,,0,0,0,0,0,0,0,0,0,0
4488,Inferno,,0,0,0,0,0,0,0,0,0,0
4489,20 Years of Independence,,0,0,0,0,0,0,0,0,0,0
4490,Dilemma,,0,0,0,0,0,0,0,0,0,0
4491,Volver a empezar,,0,0,0,0,0,0,0,0,0,0
4492,A&E Presents: The Long Island Serial Killer,,0,0,0,0,0,0,0,0,0,0
4493,La Verdad: Beginnings,,0,0,0,0,0,0,0,0,0,0
4494,2613,,0,0,0,0,0,0,0,0,0,0
4495,Conviction,,0,0,0,0,0,0,0,0,0,0
4496,2011 American League Championship Series,,0,0,0,0,0,0,0,0,0,0
4497,Voyeur,,0,0,0,0,0,0,0,0,0,0
4498,12 Again,,0,0,0,0,0,0,0,0,0,0
4499,13th IAAF World Championships in Athletics Daegu 2011,,0,0,0,0,0,0,0,0,0,0
4500,End of the World,,0,0,0,0,0,0,0,0,0,0
4501,Rewind YouTube Style 2012,,0,0,0,0,0,0,0,0,0,0
4502,Albernameg,,0,0,0,0,0,0,0,0,0,0
4503,Aaj Ki Housewife Hai... Sab Jaanti Hai,,0,0,0,0,0,0,0,0,0,0
4504,Albert Åberg,,0,0,0,0,0,0,0,0,0,0
4505,Lisa Ann Fantasy Girl,1 nomination.,0,1,0,0,0,0,0,0,0,0
4506,Against Our Will Campaign,1 nomination.,0,1,0,0,0,0,0,0,0,0
4507,Julien Elsie: See the Light,,0,0,0,0,0,0,0,0,0,0
4508,Akasia Julia,,0,0,0,0,0,0,0,0,0,0
4509,The Monster Infant: An Experiment in Revivication,,0,0,0,0,0,0,0,0,0,0
4510,Allt för Sverige,,0,0,0,0,0,0,0,0,0,0
4511,Explore3D Travel: Phuket; Thailand,,0,0,0,0,0,0,0,0,0,0
4512,Restoration,,0,0,0,0,0,0,0,0,0,0
4513,Familien Duell - Prominenten-Special,,0,0,0,0,0,0,0,0,0,0
4514,Cornered,,0,0,0,0,0,0,0,0,0,0
4515,L'Adieu Au Steak,,0,0,0,0,0,0,0,0,0,0
4516,Adolesense,,0,0,0,0,0,0,0,0,0,0
4517,A corazón abierto,,0,0,0,0,0,0,0,0,0,0
4518,Le Rêve de Filali,,0,0,0,0,0,0,0,0,0,0
4519,AFF Suzuki Cup,,0,0,0,0,0,0,0,0,0,0
4520,3; 2; 1; Go!,,0,0,0,0,0,0,0,0,0,0
4521,Gotcha,,0,0,0,0,0,0,0,0,0,0
4522,A Wolf in Sheep's Clothing,,0,0,0,0,0,0,0,0,0,0
4523,Ahi va el Agua,,0,0,0,0,0,0,0,0,0,0
4524,Alec in WILDerland,,0,0,0,0,0,0,0,0,0,0
4525,April,,0,0,0,0,0,0,0,0,0,0
4526,Fantasmes 2: Soubrettes & Secrétaires,,0,0,0,0,0,0,0,0,0,0
4527,Ritmo; traición y muerte: La cumbia asesina,,0,0,0,0,0,0,0,0,0,0
4528,Addicted to Pleasure,,0,0,0,0,0,0,0,0,0,0
4529,150 Anni Di Italia,,0,0,0,0,0,0,0,0,0,0
4530,Afsar Bitiya,,0,0,0,0,0,0,0,0,0,0
4531,Alex,,0,0,0,0,0,0,0,0,0,0
4532,Consumed: Inside the Belly of the Beast,,0,0,0,0,0,0,0,0,0,0
4533,A Year in the Wild,,0,0,0,0,0,0,0,0,0,0
4534,2011 National League Championship Series,,0,0,0,0,0,0,0,0,0,0
4535,111 Emergency,,0,0,0,0,0,0,0,0,0,0
4536,10 Things I Hate About...,,0,0,0,0,0,0,0,0,0,0
4537,Relentless,,0,0,0,0,0,0,0,0,0,0
4538,Suzanne Lafrance,,0,0,0,0,0,0,0,0,0,0
4539,7.30,1 nomination.,0,1,0,0,0,0,0,0,0,0
4540,7.30 New South Wales,,0,0,0,0,0,0,0,0,0,0
4541,999: What's Your Emergency?,,0,0,0,0,0,0,0,0,0,0
4542,Alice in Wonder City,,0,0,0,0,0,0,0,0,0,0
4543,Out in the Real World,,0,0,0,0,0,0,0,0,0,0
4544,Josh,,0,0,0,0,0,0,0,0,0,0
4545,Illusions,,0,0,0,0,0,0,0,0,0,0
4546,1001 Things You Should Know,,0,0,0,0,0,0,0,0,0,0
4547,3D Tourist,,0,0,0,0,0,0,0,0,0,0
4548,Abnormal Entertainment Presents,,0,0,0,0,0,0,0,0,0,0
4549,The Hollywood Sign,,0,0,0,0,0,0,0,0,0,0
4550,Let the Games Begin,,0,0,0,0,0,0,0,0,0,0
4551,Adventurous Detectivous,,0,0,0,0,0,0,0,0,0,0
4552,4-H at the Minnesota State Fair,,0,0,0,0,0,0,0,0,0,0
4553,Dos por una Mentira,,0,0,0,0,0,0,0,0,0,0
4554,Betrayed,,0,0,0,0,0,0,0,0,0,0
4555,Death & Mackenzie,,0,0,0,0,0,0,0,0,0,0
4556,Sarah,,0,0,0,0,0,0,0,0,0,0
4557,Las chicas más votadas,,0,0,0,0,0,0,0,0,0,0
4558,Indulgence,,0,0,0,0,0,0,0,0,0,0
4559,80's Dan,,0,0,0,0,0,0,0,0,0,0
4560,A nagy duett,,0,0,0,0,0,0,0,0,0,0
4561,Tamara sabe amansar a Terry con el sexo,,0,0,0,0,0,0,0,0,0,0
4562,Armed,,0,0,0,0,0,0,0,0,0,0
4563,2111,,0,0,0,0,0,0,0,0,0,0
4564,48; el muerto que habla,,0,0,0,0,0,0,0,0,0,0
4565,Access Sportsnet: Los Angeles,,0,0,0,0,0,0,0,0,0,0
4566,Academia,,0,0,0,0,0,0,0,0,0,0
4567,2012 Submission of the Night,,0,0,0,0,0,0,0,0,0,0
4568,6 grados de separación: México conectado con el mundo,,0,0,0,0,0,0,0,0,0,0
4569,All About Android,,0,0,0,0,0,0,0,0,0,0
4570,A Superhero Story,,0,0,0,0,0,0,0,0,0,0
4571,Reincarnation,,0,0,0,0,0,0,0,0,0,0
4572,6 O' Clock Dinner Disaster,,0,0,0,0,0,0,0,0,0,0
4573,Ali: Still the Greatest,,0,0,0,0,0,0,0,0,0,0
4574,7 ouranoi kai synnefa alites,,0,0,0,0,0,0,0,0,0,0
4575,A 3D Guide to Belly Dancing,,0,0,0,0,0,0,0,0,0,0
4576,2050: Designing the Future,,0,0,0,0,0,0,0,0,0,0
4577,The Butterfly Effect,,0,0,0,0,0,0,0,0,0,0
4578,All You Need Is Love,,0,0,0,0,0,0,0,0,0,0
4579,Imagination,,0,0,0,0,0,0,0,0,0,0
4580,Aasman Se Aage,,0,0,0,0,0,0,0,0,0,0
4581,Aboriginal Adventures Canada,,0,0,0,0,0,0,0,0,0,0
4582,Goku nikuatsuna chigyaku OL,,0,0,0,0,0,0,0,0,0,0
4583,Preliminary Draw for the 2014 FIFA World Cup Brazil,,0,0,0,0,0,0,0,0,0,0
4584,5:00 with No Idea,,0,0,0,0,0,0,0,0,0,0
4585,The Artist,1 nomination.,0,1,0,0,0,0,0,0,0,0
4586,Apocalypse,1 nomination.,0,1,0,0,0,0,0,0,0,0
4587,Adventures with Mary Jane,,0,0,0,0,0,0,0,0,0,0
4588,Ransom,1 nomination.,0,1,0,0,0,0,0,0,0,0
4589,A Single Girls Show,,0,0,0,0,0,0,0,0,0,0
4590,CPW Domination,,0,0,0,0,0,0,0,0,0,0
4591,1987,,0,0,0,0,0,0,0,0,0,0
4592,The First Mountain Man,,0,0,0,0,0,0,0,0,0,0
4593,A'arafa El Bahr,,0,0,0,0,0,0,0,0,0,0
4594,Scott Thompson's Fruit Blog,,0,0,0,0,0,0,0,0,0,0
4595,Willy Wonka and the Chocolate Factory in the Playroom,,0,0,0,0,0,0,0,0,0,0
4596,1 Minute Au Musée - Les arts des peuples du Monde,,0,0,0,0,0,0,0,0,0,0
4597,30 Seconds Over Washington,,0,0,0,0,0,0,0,0,0,0
4598,Abracadabra,,0,0,0,0,0,0,0,0,0,0
4599,All the Queen's Horses: A Diamond Jubilee Special,,0,0,0,0,0,0,0,0,0,0
4600,Abenteuer Südafrika: Auf den Spuren von weißen Haien und den Big Five,,0,0,0,0,0,0,0,0,0,0
4601,2012 ECAC Men's Hockey Championship,,0,0,0,0,0,0,0,0,0,0
4602,Die Milch-Lüge,,0,0,0,0,0,0,0,0,0,0
4603,10 Best Space Saving Solutions,,0,0,0,0,0,0,0,0,0,0
4604,Significant Other,,0,0,0,0,0,0,0,0,0,0
4605,Adventures 4 Pets,,0,0,0,0,0,0,0,0,0,0
4606,A Conversation With...,,0,0,0,0,0,0,0,0,0,0
4607,WalkerBigTalkerTV Pilot,,0,0,0,0,0,0,0,0,0,0
4608,6 Music Live at Maida Vale,,0,0,0,0,0,0,0,0,0,0
4609,All In,,0,0,0,0,0,0,0,0,0,0
4610,David Guetta Feat. Flo Rida and Nicki Minaj: Where Them Girls At,,0,0,0,0,0,0,0,0,0,0
4611,Cold As Ice,,0,0,0,0,0,0,0,0,0,0
4612,Abbey Road Acoustic Sessions with Absolute Radio,,0,0,0,0,0,0,0,0,0,0
4613,2 Shot the Show,,0,0,0,0,0,0,0,0,0,0
4614,A Confeitaria,,0,0,0,0,0,0,0,0,0,0
4615,20 let bez lyubvi,,0,0,0,0,0,0,0,0,0,0
4616,Ako ang simula,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4617,3 Dong 3 Dong,,0,0,0,0,0,0,0,0,0,0
4618,ABFF Independent,,0,0,0,0,0,0,0,0,0,0
4619,Aguafuertes; Crónicas del Litoral,,0,0,0,0,0,0,0,0,0,0
4620,Académie Airoldi,,0,0,0,0,0,0,0,0,0,0
4621,The Party,,0,0,0,0,0,0,0,0,0,0
4622,Alcune Bambine Crescono Deviate: ABCD,,0,0,0,0,0,0,0,0,0,0
4623,18 e Lode,,0,0,0,0,0,0,0,0,0,0
4624,Al3a2ida 1,,0,0,0,0,0,0,0,0,0,0
4625,A History of Art in Three Colours,,0,0,0,0,0,0,0,0,0,0
4626,A Beautiful Affair,2 nominations.,0,2,0,0,0,0,0,0,0,0
4627,After School Specials,,0,0,0,0,0,0,0,0,0,0
4628,24 Frames,,0,0,0,0,0,0,0,0,0,0
4629,A Place in the Sun,,0,0,0,0,0,0,0,0,0,0
4630,Revenge,,0,0,0,0,0,0,0,0,0,0
4631,101 Ways to Leave a Gameshow: Israel,,0,0,0,0,0,0,0,0,0,0
4632,Das Racist,,0,0,0,0,0,0,0,0,0,0
4633,Alex Polizzi: The Fixer,,0,0,0,0,0,0,0,0,0,0
4634,15 Kids and Counting,,0,0,0,0,0,0,0,0,0,0
4635,180 Degree,,0,0,0,0,0,0,0,0,0,0
4636,Jennifer Lopez: On the Floor,,0,0,0,0,0,0,0,0,0,0
4637,Check; Please! Northwest,,0,0,0,0,0,0,0,0,0,0
4638,A Gypsy Life for Me,,0,0,0,0,0,0,0,0,0,0
4639,Occupy Here Now,,0,0,0,0,0,0,0,0,0,0
4640,A Loving Home,,0,0,0,0,0,0,0,0,0,0
4641,Tarnished Gluttony,,0,0,0,0,0,0,0,0,0,0
4642,101 Sätt att åka ur en gameshow,,0,0,0,0,0,0,0,0,0,0
4643,El Despertar,,0,0,0,0,0,0,0,0,0,0
4644,World Peace Tour,,0,0,0,0,0,0,0,0,0,0
4645,AdamLive,,0,0,0,0,0,0,0,0,0,0
4646,Al Iste!,,0,0,0,0,0,0,0,0,0,0
4647,Akbari Asghari,,0,0,0,0,0,0,0,0,0,0
4648,Al di là del buio,,0,0,0,0,0,0,0,0,0,0
4649,Sugar,,0,0,0,0,0,0,0,0,0,0
4650,Teach Me How to Dream,,0,0,0,0,0,0,0,0,0,0
4651,Akroasis,,0,0,0,0,0,0,0,0,0,0
4652,11 règles 2,,0,0,0,0,0,0,0,0,0,0
4653,Hypnos,,0,0,0,0,0,0,0,0,0,0
4654,Africa Investigates,,0,0,0,0,0,0,0,0,0,0
4655,Elizabeth Taylor: Auction of a Lifetime,,0,0,0,0,0,0,0,0,0,0
4656,A Different Breed,,0,0,0,0,0,0,0,0,0,0
4657,My First Sex Teacher 24,,0,0,0,0,0,0,0,0,0,0
4658,A Day in the Life,,0,0,0,0,0,0,0,0,0,0
4659,A spas per la Ladinia,,0,0,0,0,0,0,0,0,0,0
4660,30 días juntos,,0,0,0,0,0,0,0,0,0,0
4661,23 pares,,0,0,0,0,0,0,0,0,0,0
4662,Take Off,,0,0,0,0,0,0,0,0,0,0
4663,Spoorloos Verdwyn: PJ Cruz,,0,0,0,0,0,0,0,0,0,0
4664,Afghanistan: The Great Game,,0,0,0,0,0,0,0,0,0,0
4665,Al Yazmalim,,0,0,0,0,0,0,0,0,0,0
4666,Siddhartha: El Poema y la Caja,,0,0,0,0,0,0,0,0,0,0
4667,Dragon Ball Z: Ultimate Tenkaichi,,0,0,0,0,0,0,0,0,0,0
4668,+100500,,0,0,0,0,0,0,0,0,0,0
4669,Ahtung; Russish!,,0,0,0,0,0,0,0,0,0,0
4670,Al khorba,,0,0,0,0,0,0,0,0,0,0
4671,Akademiya krasoty s Lyaysan Utyashevoy,,0,0,0,0,0,0,0,0,0,0
4672,Ala chilena,,0,0,0,0,0,0,0,0,0,0
4673,Alcohol & 'Risky Behaviour',,0,0,0,0,0,0,0,0,0,0
4674,Hang the DJ,,0,0,0,0,0,0,0,0,0,0
4675,A Wágner család,,0,0,0,0,0,0,0,0,0,0
4676,Aghabayevs (Agabeyovlar),,0,0,0,0,0,0,0,0,0,0
4677,The Narrator,,0,0,0,0,0,0,0,0,0,0
4678,Breakfast of Champions,,0,0,0,0,0,0,0,0,0,0
4679,7 Cities,,0,0,0,0,0,0,0,0,0,0
4680,Aircrash Confidential: Fire on Board,,0,0,0,0,0,0,0,0,0,0
4681,Aircrash Confidential: Terrorism,,0,0,0,0,0,0,0,0,0,0
4682,Air Land & Sea,,0,0,0,0,0,0,0,0,0,0
4683,205 the Series,,0,0,0,0,0,0,0,0,0,0
4684,The Beginning of the End,,0,0,0,0,0,0,0,0,0,0
4685,40 ó 20,,0,0,0,0,0,0,0,0,0,0
4686,A Time of Thorns: Zaman El Shok,,0,0,0,0,0,0,0,0,0,0
4687,Akemarropa (II Temporada),,0,0,0,0,0,0,0,0,0,0
4688,A Higher Education,,0,0,0,0,0,0,0,0,0,0
4689,8k Radius Classic,,0,0,0,0,0,0,0,0,0,0
4690,7neen,,0,0,0,0,0,0,0,0,0,0
4691,Big Boss: The Streets IsTalking,,0,0,0,0,0,0,0,0,0,0
4692,3615 Usul,,0,0,0,0,0,0,0,0,0,0
4693,A Movie Review,,0,0,0,0,0,0,0,0,0,0
4694,Abroad in Japan,,0,0,0,0,0,0,0,0,0,0
4695,Brute Force,,0,0,0,0,0,0,0,0,0,0
4696,Athena,,0,0,0,0,0,0,0,0,0,0
4697,2001: A Space Odyssey,Won 1 Oscar. Another 13 wins & 7 nominations.,14,7,0,0,0,0,0,1,0,0
4698,2001: A Space Odyssey,Won 1 Oscar. Another 13 wins & 7 nominations.,14,7,0,0,0,0,0,1,0,0
4699,Happy Days,Won 3 Golden Globes. Another 13 wins & 19 nominations.,16,19,0,0,0,0,0,0,0,3
4700,Star Wars: Episode IV - A New Hope,Won 6 Oscars. Another 48 wins & 28 nominations.,54,28,0,0,0,0,0,6,0,0
4701,The Hobbit,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
4702,Youngblood,1 win.,1,0,0,0,0,0,0,0,0,0
4703,Youngblood,1 win.,1,0,0,0,0,0,0,0,0,0
4704,Star Trek: The Next Generation,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,0,0,0,0,18,0
4705,Dragnet,,0,0,0,0,0,0,0,0,0,0
4706,Wild Thing,,0,0,0,0,0,0,0,0,0,0
4707,Liar Liar,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,4,6,0,0,0,1,0,0,0,0
4708,Report,,0,0,0,0,0,0,0,0,0,0
4709,Chuck Norris: Karate Kommandos,,0,0,0,0,0,0,0,0,0,0
4710,The Secret Life of Walter Mitty,5 wins & 16 nominations.,5,16,0,0,0,0,0,0,0,0
4711,Gameboy,1 nomination.,0,1,0,0,0,0,0,0,0,0
4712,The Wayne Brady Show,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
4713,Action Jackson,5 nominations.,0,5,0,0,0,0,0,0,0,0
4714,The Wild,2 nominations.,0,2,0,0,0,0,0,0,0,0
4715,Battlestar Galactica,Won 3 Primetime Emmys. Another 34 wins & 89 nominations.,37,89,0,0,0,0,0,0,3,0
4716,Transformers,Nominated for 3 Oscars. Another 19 wins & 40 nominations.,19,43,0,3,0,0,0,0,0,0
4717,Saturday Night Live: The Best of Cheri Oteri,,0,0,0,0,0,0,0,0,0,0
4718,The A-Team,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
4719,Alan Partridge,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
4720,The Croods,Nominated for 1 Oscar. Another 5 wins & 41 nominations.,5,42,0,1,0,0,0,0,0,0
4721,Saturday Night Live: The Best of Chris Kattan,,0,0,0,0,0,0,0,0,0,0
4722,Aftermath,,0,0,0,0,0,0,0,0,0,0
4723,Prisoners of the Sun,,0,0,0,0,0,0,0,0,0,0
4724,Escape from Planet Earth,1 win.,1,0,0,0,0,0,0,0,0,0
4725,Man of Steel,7 wins & 42 nominations.,7,42,0,0,0,0,0,0,0,0
4726,Untitled Nicole Sullivan Project,,0,0,0,0,0,0,0,0,0,0
4727,The Boxtrolls,Nominated for 1 Oscar. Another 8 wins & 58 nominations.,8,59,0,1,0,0,0,0,0,0
4728,Interstellar,Won 1 Oscar. Another 39 wins & 134 nominations.,40,134,0,0,0,0,0,1,0,0
4729,World War Z,3 wins & 23 nominations.,3,23,0,0,0,0,0,0,0,0
4730,The Power of Few,,0,0,0,0,0,0,0,0,0,0
4731,Dracula Untold,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
4732,Godzilla,5 wins & 28 nominations.,5,28,0,0,0,0,0,0,0,0
4733,The Avengers,Nominated for 1 Oscar. Another 34 wins & 75 nominations.,34,76,0,1,0,0,0,0,0,0
4734,Epic,2 wins & 21 nominations.,2,21,0,0,0,0,0,0,0,0
4735,Raven-Symoné: Raven's Postcards from Spain,,0,0,0,0,0,0,0,0,0,0
4736,Mr. Peabody & Sherman,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
4737,Love & Mercy,Nominated for 2 Golden Globes. Another 20 wins & 52 nominations.,20,54,0,0,0,2,0,0,0,0
4738,Rule Number One,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
4739,Portland,,0,0,0,0,0,0,0,0,0,0
4740,The Sisterhood of Night,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
4741,I Believe in Unicorns,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
4742,Perfection,1 win.,1,0,0,0,0,0,0,0,0,0
4743,Chloe's Closet,,0,0,0,0,0,0,0,0,0,0
4744,Jack Ryan: Shadow Recruit,2 nominations.,0,2,0,0,0,0,0,0,0,0
4745,The Lone Ranger,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,4,19,0,2,0,0,0,0,0,0
4746,The Final Song,,0,0,0,0,0,0,0,0,0,0
4747,Anchorman 2: The Legend Continues,1 win & 23 nominations.,1,23,0,0,0,0,0,0,0,0
4748,RoboCop,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
4749,The Arrested Development Documentary Project,,0,0,0,0,0,0,0,0,0,0
4750,Paradise,,0,0,0,0,0,0,0,0,0,0
4751,Glam God with Vivica A. Fox,,0,0,0,0,0,0,0,0,0,0
4752,Aliens: Colonial Marines,,0,0,0,0,0,0,0,0,0,0
4753,Fiji,,0,0,0,0,0,0,0,0,0,0
4754,Teenage Mutant Ninja Turtles,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
4755,Iron Man 3,Nominated for 1 Oscar. Another 17 wins & 53 nominations.,17,54,0,1,0,0,0,0,0,0
4756,The Great Gatsby,Won 2 Oscars. Another 44 wins & 74 nominations.,46,74,0,0,0,0,0,2,0,0
4757,If I Stay,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
4758,Born Without a Beat: The Journey of a Deaf Raver,,0,0,0,0,0,0,0,0,0,0
4759,Star Trek Into Darkness,Nominated for 1 Oscar. Another 6 wins & 46 nominations.,6,47,0,1,0,0,0,0,0,0
4760,Hansel & Gretel: Witch Hunters,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
4761,The Wolverine,2 wins & 11 nominations.,2,11,0,0,0,0,0,0,0,0
4762,Monsters University,Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,9,55,1,0,0,0,0,0,0,0
4763,Gravity,Won 7 Oscars. Another 215 wins & 169 nominations.,222,169,0,0,0,0,0,7,0,0
4764,Big Sur,1 nomination.,0,1,0,0,0,0,0,0,0,0
4765,David Alan Grier: Comedy You Can Believe In,,0,0,0,0,0,0,0,0,0,0
4766,Rock and Roll: The Movie,,0,0,0,0,0,0,0,0,0,0
4767,The Lego Movie,Nominated for 1 Oscar. Another 70 wins & 59 nominations.,70,60,0,1,0,0,0,0,0,0
4768,Hero,,0,0,0,0,0,0,0,0,0,0
4769,Exodus: Gods and Kings,4 nominations.,0,4,0,0,0,0,0,0,0,0
4770,The Skeleton Twins,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
4771,Maleficent,Nominated for 1 Oscar. Another 9 wins & 40 nominations.,9,41,0,1,0,0,0,0,0,0
4772,Warm Bodies,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0,0
4773,Monument to Michael Jackson,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
4774,24: Live Another Day,Nominated for 3 Primetime Emmys. Another 14 nominations.,0,17,0,0,3,0,0,0,0,0
4775,A Good Day to Die Hard,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
4776,Echt! - Das Magazin zum Staunen,,0,0,0,0,0,0,0,0,0,0
4777,Free Birds,2 nominations.,0,2,0,0,0,0,0,0,0,0
4778,Broken Promises: Where Is the Love?,,0,0,0,0,0,0,0,0,0,0
4779,Oz the Great and Powerful,5 wins & 31 nominations.,5,31,0,0,0,0,0,0,0,0
4780,Edge of Tomorrow,11 wins & 34 nominations.,11,34,0,0,0,0,0,0,0,0
4781,Love; Rosie,,0,0,0,0,0,0,0,0,0,0
4782,Romeo & Juliet,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
4783,How to Train Your Dragon 2,Nominated for 1 Oscar. Another 13 wins & 59 nominations.,13,60,0,1,0,0,0,0,0,0
4784,Kick-Ass 2,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
4785,A Miracle in Spanish Harlem,1 nomination.,0,1,0,0,0,0,0,0,0,0
4786,Life of Crime,,0,0,0,0,0,0,0,0,0,0
4787,Pacific Rim,Nominated for 1 BAFTA Film Award. Another 5 wins & 42 nominations.,5,43,1,0,0,0,0,0,0,0
4788,Ace Wonder: Message from a Dead Man,,0,0,0,0,0,0,0,0,0,0
4789,Now You See Me,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4790,The River,,0,0,0,0,0,0,0,0,0,0
4791,101 Proposals,,0,0,0,0,0,0,0,0,0,0
4792,Collision,,0,0,0,0,0,0,0,0,0,0
4793,Axe Giant: The Wrath of Paul Bunyan,,0,0,0,0,0,0,0,0,0,0
4794,Despicable Me 2,Nominated for 2 Oscars. Another 12 wins & 63 nominations.,12,65,0,2,0,0,0,0,0,0
4795,Mario Lopez: Saved by the Baby,1 nomination.,0,1,0,0,0,0,0,0,0,0
4796,Planes,5 nominations.,0,5,0,0,0,0,0,0,0,0
4797,All Fall Down,1 nomination.,0,1,0,0,0,0,0,0,0,0
4798,Alexander and the Terrible; Horrible; No Good; Very Bad Day,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
4799,King of Prussia,,0,0,0,0,0,0,0,0,0,0
4800,Meth Head,14 wins.,14,0,0,0,0,0,0,0,0,0
4801,Anna,3 nominations.,0,3,0,0,0,0,0,0,0,0
4802,Sugar,2 wins.,2,0,0,0,0,0,0,0,0,0
